gpuid, timestamp, power.draw [W], temperature.gpu, utilization.gpu [%], memory.used [MiB]
0, 2023/07/21 00:00:01.954, 25.14 W, 46, 0 %, 3413 MiB
1, 2023/07/21 00:00:01.977, 24.43 W, 44, 0 %, 25 MiB
0, 2023/07/21 00:01:01.982, 24.95 W, 46, 0 %, 3413 MiB
1, 2023/07/21 00:01:02.005, 24.43 W, 44, 0 %, 25 MiB
0, 2023/07/21 00:02:02.010, 25.05 W, 46, 0 %, 3413 MiB
1, 2023/07/21 00:02:02.013, 24.43 W, 44, 0 %, 25 MiB
0, 2023/07/21 00:03:02.017, 25.05 W, 46, 0 %, 3413 MiB
1, 2023/07/21 00:03:02.025, 24.43 W, 44, 0 %, 25 MiB
0, 2023/07/21 00:04:02.041, 25.03 W, 46, 0 %, 3413 MiB
1, 2023/07/21 00:04:02.069, 24.34 W, 44, 0 %, 25 MiB
0, 2023/07/21 00:05:02.084, 25.05 W, 46, 0 %, 3413 MiB
1, 2023/07/21 00:05:02.089, 24.43 W, 44, 0 %, 25 MiB
0, 2023/07/21 00:06:02.093, 24.95 W, 46, 0 %, 3413 MiB
1, 2023/07/21 00:06:02.096, 24.34 W, 44, 0 %, 25 MiB
0, 2023/07/21 00:07:02.101, 25.15 W, 46, 0 %, 3413 MiB
1, 2023/07/21 00:07:02.104, 24.34 W, 44, 0 %, 25 MiB
0, 2023/07/21 00:08:02.128, 25.05 W, 46, 0 %, 3413 MiB
1, 2023/07/21 00:08:02.132, 24.34 W, 44, 0 %, 25 MiB
0, 2023/07/21 00:09:02.138, 25.04 W, 46, 0 %, 3413 MiB
1, 2023/07/21 00:09:02.163, 24.34 W, 44, 0 %, 25 MiB
0, 2023/07/21 00:10:02.182, 25.04 W, 46, 0 %, 3413 MiB
1, 2023/07/21 00:10:02.204, 24.34 W, 44, 0 %, 25 MiB
0, 2023/07/21 00:11:02.233, 25.05 W, 46, 0 %, 3413 MiB
1, 2023/07/21 00:11:02.238, 24.34 W, 44, 0 %, 25 MiB
0, 2023/07/21 00:12:02.243, 24.95 W, 46, 0 %, 3413 MiB
1, 2023/07/21 00:12:02.250, 24.34 W, 44, 0 %, 25 MiB
0, 2023/07/21 00:13:02.275, 25.14 W, 46, 0 %, 3413 MiB
1, 2023/07/21 00:13:02.278, 24.34 W, 44, 0 %, 25 MiB
0, 2023/07/21 00:14:02.302, 25.04 W, 46, 0 %, 3413 MiB
1, 2023/07/21 00:14:02.326, 24.34 W, 44, 0 %, 25 MiB
0, 2023/07/21 00:15:02.332, 25.15 W, 46, 0 %, 3413 MiB
1, 2023/07/21 00:15:02.337, 24.34 W, 44, 0 %, 25 MiB
0, 2023/07/21 00:16:02.341, 25.05 W, 46, 0 %, 3413 MiB
1, 2023/07/21 00:16:02.345, 24.43 W, 44, 0 %, 25 MiB
0, 2023/07/21 00:17:02.367, 24.95 W, 45, 0 %, 3413 MiB
1, 2023/07/21 00:17:02.371, 24.43 W, 44, 0 %, 25 MiB
0, 2023/07/21 00:18:02.375, 25.15 W, 46, 0 %, 3413 MiB
1, 2023/07/21 00:18:02.379, 24.34 W, 44, 0 %, 25 MiB
0, 2023/07/21 00:19:02.383, 25.13 W, 45, 0 %, 3413 MiB
