index, timestamp, power.draw [W], temperature.gpu, utilization.gpu [%], memory.used [MiB]
0, 2023/03/16 00:00:01.941, 22.03 W, 31, 0 %, 5 MiB
1, 2023/03/16 00:00:01.943, 1.09 W, 35, 0 %, 21 MiB
0, 2023/03/16 00:01:01.945, 21.84 W, 30, 0 %, 5 MiB
1, 2023/03/16 00:01:01.946, 1.10 W, 35, 0 %, 21 MiB
0, 2023/03/16 00:02:01.948, 21.93 W, 30, 0 %, 5 MiB
1, 2023/03/16 00:02:01.949, 1.09 W, 35, 0 %, 21 MiB
0, 2023/03/16 00:03:01.951, 21.74 W, 31, 0 %, 5 MiB
1, 2023/03/16 00:03:01.952, 1.09 W, 35, 0 %, 21 MiB
0, 2023/03/16 00:04:01.954, 21.93 W, 30, 0 %, 5 MiB
1, 2023/03/16 00:04:01.955, 1.09 W, 35, 0 %, 21 MiB
0, 2023/03/16 00:05:01.957, 21.93 W, 30, 0 %, 5 MiB
1, 2023/03/16 00:05:01.958, 1.09 W, 35, 0 %, 21 MiB
0, 2023/03/16 00:06:01.960, 22.03 W, 31, 0 %, 5 MiB
1, 2023/03/16 00:06:01.961, 1.09 W, 35, 0 %, 21 MiB
0, 2023/03/16 00:07:01.963, 21.74 W, 30, 0 %, 5 MiB
1, 2023/03/16 00:07:01.964, 1.09 W, 35, 0 %, 21 MiB
0, 2023/03/16 00:08:01.966, 21.93 W, 31, 0 %, 5 MiB
1, 2023/03/16 00:08:01.967, 1.09 W, 35, 0 %, 21 MiB
0, 2023/03/16 00:09:01.969, 21.74 W, 30, 0 %, 5 MiB
1, 2023/03/16 00:09:01.970, 1.09 W, 35, 0 %, 21 MiB
0, 2023/03/16 00:10:01.972, 21.74 W, 31, 0 %, 5 MiB
1, 2023/03/16 00:10:01.973, 1.09 W, 35, 0 %, 21 MiB
0, 2023/03/16 00:11:01.975, 22.03 W, 30, 0 %, 5 MiB
1, 2023/03/16 00:11:01.976, 1.10 W, 35, 0 %, 21 MiB
0, 2023/03/16 00:12:01.978, 21.74 W, 31, 0 %, 5 MiB
1, 2023/03/16 00:12:01.979, 1.09 W, 35, 0 %, 21 MiB
0, 2023/03/16 00:13:01.981, 21.84 W, 31, 0 %, 5 MiB
1, 2023/03/16 00:13:01.982, 1.09 W, 35, 0 %, 21 MiB
0, 2023/03/16 00:14:01.984, 21.84 W, 31, 0 %, 5 MiB
1, 2023/03/16 00:14:01.985, 1.09 W, 35, 0 %, 21 MiB
0, 2023/03/16 00:15:01.987, 21.93 W, 30, 0 %, 5 MiB
1, 2023/03/16 00:15:01.992, 1.09 W, 35, 0 %, 21 MiB
0, 2023/03/16 00:16:01.994, 21.84 W, 31, 0 %, 5 MiB
1, 2023/03/16 00:16:01.995, 1.10 W, 35, 0 %, 21 MiB
0, 2023/03/16 00:17:01.997, 21.84 W, 30, 0 %, 5 MiB
1, 2023/03/16 00:17:01.998, 1.09 W, 35, 0 %, 21 MiB
0, 2023/03/16 00:18:02.000, 21.93 W, 30, 0 %, 5 MiB
1, 2023/03/16 00:18:02.001, 1.09 W, 35, 0 %, 21 MiB
0, 2023/03/16 00:19:02.003, 22.03 W, 30, 0 %, 5 MiB
1, 2023/03/16 00:19:02.005, 1.09 W, 35, 0 %, 21 MiB
0, 2023/03/16 00:20:02.006, 22.03 W, 30, 0 %, 5 MiB
1, 2023/03/16 00:20:02.008, 1.09 W, 35, 0 %, 21 MiB
