index, timestamp, power.draw [W], temperature.gpu, utilization.gpu [%], memory.used [MiB]
0, 2023/03/18 23:02:41.155, 24.97 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:02:41.158, 24.24 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:03:41.167, 24.85 W, 45, 0 %, 523 MiB
1, 2023/03/18 23:03:41.175, 24.14 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:04:41.181, 24.75 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:04:41.205, 24.24 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:05:41.211, 24.76 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:05:41.214, 24.14 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:06:41.240, 24.76 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:06:41.243, 24.24 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:07:41.259, 24.86 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:07:41.263, 24.14 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:08:41.267, 24.76 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:08:41.273, 24.24 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:09:41.277, 24.75 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:09:41.301, 24.04 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:10:41.304, 24.76 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:10:41.308, 24.14 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:11:41.312, 24.84 W, 45, 0 %, 523 MiB
1, 2023/03/18 23:11:41.340, 24.04 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:12:41.345, 24.95 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:12:41.355, 24.14 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:13:41.375, 24.85 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:13:41.384, 24.24 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:14:41.390, 24.76 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:14:41.395, 24.04 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:15:41.401, 24.94 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:15:41.424, 24.24 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:16:41.430, 24.85 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:16:41.449, 24.14 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:17:41.454, 24.76 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:17:41.458, 24.24 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:18:41.487, 24.76 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:18:41.496, 24.24 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:19:41.502, 24.85 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:19:41.518, 24.24 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:20:41.524, 24.76 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:20:41.527, 24.14 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:21:41.547, 24.85 W, 45, 0 %, 523 MiB
1, 2023/03/18 23:21:41.550, 24.14 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:22:41.554, 24.66 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:22:41.558, 24.14 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:23:41.568, 24.76 W, 45, 0 %, 523 MiB
1, 2023/03/18 23:23:41.571, 24.04 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:24:41.599, 24.76 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:24:41.602, 24.04 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:25:41.606, 24.84 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:25:41.630, 24.24 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:26:41.639, 24.76 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:26:41.642, 24.14 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:27:41.670, 24.95 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:27:41.673, 24.14 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:28:41.676, 24.75 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:28:41.691, 24.14 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:29:41.697, 24.84 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:29:41.719, 24.24 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:30:41.733, 24.85 W, 45, 0 %, 523 MiB
1, 2023/03/18 23:30:41.745, 24.14 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:31:41.754, 24.85 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:31:41.757, 24.14 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:32:41.775, 24.76 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:32:41.780, 24.24 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:33:41.799, 24.85 W, 45, 0 %, 523 MiB
1, 2023/03/18 23:33:41.814, 24.14 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:34:41.830, 24.75 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:34:41.848, 24.04 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:35:41.861, 24.85 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:35:41.865, 24.14 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:36:41.869, 24.75 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:36:41.896, 24.24 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:37:41.904, 24.84 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:37:41.928, 24.14 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:38:41.934, 24.66 W, 45, 0 %, 523 MiB
1, 2023/03/18 23:38:41.937, 24.24 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:39:41.941, 24.84 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:39:41.959, 24.14 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:40:41.968, 24.85 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:40:41.971, 24.14 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:41:41.984, 24.85 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:41:42.003, 24.14 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:42:42.007, 24.94 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:42:42.029, 24.14 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:43:42.047, 24.85 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:43:42.052, 24.14 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:44:42.067, 24.84 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:44:42.090, 24.14 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:45:42.105, 24.94 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:45:42.130, 24.04 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:46:42.148, 24.76 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:46:42.161, 24.14 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:47:42.178, 24.94 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:47:42.200, 24.14 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:48:42.216, 24.75 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:48:42.241, 24.24 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:49:42.255, 24.85 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:49:42.264, 24.14 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:50:42.278, 24.66 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:50:42.286, 24.04 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:51:42.309, 24.94 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:51:42.336, 24.04 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:52:42.341, 24.76 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:52:42.346, 24.24 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:53:42.377, 24.75 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:53:42.396, 24.24 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:54:42.401, 24.85 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:54:42.405, 24.24 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:55:42.425, 24.85 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:55:42.429, 24.04 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:56:42.455, 24.76 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:56:42.458, 24.24 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:57:42.467, 24.85 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:57:42.470, 24.14 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:58:42.492, 24.86 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:58:42.495, 24.14 W, 43, 0 %, 6 MiB
0, 2023/03/18 23:59:42.521, 24.66 W, 44, 0 %, 523 MiB
1, 2023/03/18 23:59:42.525, 24.24 W, 43, 0 %, 6 MiB
