gpuid, timestamp, power.draw [W], temperature.gpu, utilization.gpu [%], memory.used [MiB]
0, 2024/10/22 00:00:02.014, 30.07 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:01:02.017, 29.94 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:02:02.019, 29.91 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:03:02.021, 30.96 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:04:02.024, 30.32 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:05:02.026, 30.80 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:06:02.029, 30.72 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:07:02.031, 31.25 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:08:02.034, 30.58 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:09:02.037, 30.93 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:10:02.040, 30.44 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:11:02.043, 30.85 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:12:02.046, 30.35 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:13:02.049, 31.04 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:14:02.052, 31.04 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:15:02.054, 31.29 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:16:02.057, 31.90 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:17:02.060, 31.78 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:18:02.063, 31.55 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:19:02.065, 32.11 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:20:02.068, 31.46 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:21:02.071, 31.11 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:22:02.074, 31.22 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:23:02.077, 31.60 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:24:02.081, 31.21 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:25:02.083, 30.90 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:26:02.086, 31.30 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:27:02.088, 31.27 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:28:02.090, 30.73 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:29:02.092, 31.25 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:30:02.095, 31.34 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:31:02.097, 31.33 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:32:02.099, 31.39 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:33:02.102, 31.26 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:34:02.104, 31.00 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:35:02.107, 30.90 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:36:02.109, 31.39 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:37:02.112, 31.63 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:38:02.114, 30.83 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:39:02.117, 30.86 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:40:02.119, 31.51 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:41:02.122, 30.96 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:42:02.125, 31.66 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:43:02.128, 31.43 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:44:02.131, 31.29 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:45:02.134, 31.08 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:46:02.136, 31.56 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:47:02.140, 31.25 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:48:02.143, 30.78 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:49:02.146, 30.93 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:50:02.148, 30.79 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:51:02.151, 31.24 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:52:02.154, 31.51 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:53:02.156, 31.40 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:54:02.159, 31.17 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:55:02.163, 31.12 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:56:02.166, 31.44 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:57:02.169, 31.45 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:58:02.172, 31.21 W, 32, 0 %, 5335 MiB
0, 2024/10/22 00:59:02.176, 30.78 W, 32, 0 %, 5335 MiB
0, 2024/10/22 01:00:02.178, 31.47 W, 32, 0 %, 5335 MiB
0, 2024/10/22 01:01:02.183, 31.05 W, 32, 0 %, 5335 MiB
0, 2024/10/22 01:02:02.189, 31.56 W, 32, 0 %, 5335 MiB
0, 2024/10/22 01:03:02.195, 31.66 W, 32, 0 %, 5335 MiB
0, 2024/10/22 01:04:02.200, 31.32 W, 32, 0 %, 5335 MiB
0, 2024/10/22 01:05:02.204, 31.74 W, 32, 0 %, 5335 MiB
0, 2024/10/22 01:06:02.210, 31.53 W, 32, 0 %, 5335 MiB
0, 2024/10/22 01:07:02.215, 31.55 W, 32, 0 %, 5335 MiB
0, 2024/10/22 01:08:02.219, 31.61 W, 32, 0 %, 5335 MiB
0, 2024/10/22 01:09:02.224, 31.39 W, 32, 0 %, 5335 MiB
0, 2024/10/22 01:10:02.228, 31.47 W, 32, 0 %, 5335 MiB
0, 2024/10/22 01:11:02.232, 31.33 W, 32, 0 %, 5335 MiB
0, 2024/10/22 01:12:02.236, 31.75 W, 32, 0 %, 5335 MiB
