gpuid, timestamp, power.draw [W], temperature.gpu, utilization.gpu [%], memory.used [MiB]
0, 2024/05/02 00:00:01.174, 30.99 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:01:01.177, 31.37 W, 35, 0 %, 143 MiB
0, 2024/05/02 00:02:01.180, 31.77 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:03:01.183, 31.48 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:04:01.186, 31.09 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:05:01.189, 31.55 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:06:01.192, 31.17 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:07:01.195, 30.96 W, 35, 0 %, 143 MiB
0, 2024/05/02 00:08:01.197, 31.65 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:09:01.201, 30.86 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:10:01.203, 31.05 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:11:01.206, 31.26 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:12:01.209, 31.30 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:13:01.212, 31.19 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:14:01.215, 31.61 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:15:01.218, 31.07 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:16:01.222, 30.48 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:17:01.225, 31.47 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:18:01.229, 30.65 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:19:01.232, 30.51 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:20:01.236, 31.20 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:21:01.240, 30.98 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:22:01.243, 31.12 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:23:01.247, 31.19 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:24:01.250, 30.40 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:25:01.253, 30.92 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:26:01.256, 31.38 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:27:01.260, 31.83 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:28:01.263, 31.41 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:29:01.267, 31.11 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:30:01.270, 31.55 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:31:01.273, 31.33 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:32:01.276, 31.59 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:33:01.280, 31.20 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:34:01.283, 31.32 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:35:01.286, 30.91 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:36:01.289, 30.70 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:37:01.292, 31.38 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:38:01.295, 31.59 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:39:01.298, 31.48 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:40:01.301, 31.31 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:41:01.304, 30.91 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:42:01.308, 31.09 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:43:01.311, 31.59 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:44:01.314, 31.24 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:45:01.317, 31.75 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:46:01.320, 31.08 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:47:01.324, 31.50 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:48:01.327, 31.12 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:49:01.330, 30.93 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:50:01.333, 31.55 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:51:01.336, 30.96 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:52:01.339, 30.81 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:53:01.343, 31.07 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:54:01.345, 31.23 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:55:01.349, 31.38 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:56:01.352, 30.90 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:57:01.355, 30.11 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:58:01.358, 31.01 W, 34, 0 %, 143 MiB
0, 2024/05/02 00:59:01.361, 30.46 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:00:01.365, 30.91 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:01:01.368, 30.79 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:02:01.371, 30.83 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:03:01.374, 30.80 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:04:01.377, 31.58 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:05:01.381, 31.43 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:06:01.383, 30.83 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:07:01.386, 31.81 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:08:01.389, 31.34 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:09:01.392, 31.38 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:10:01.395, 31.47 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:11:01.399, 30.45 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:12:01.401, 30.85 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:13:01.405, 31.47 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:14:01.407, 30.91 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:15:01.410, 31.32 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:16:01.413, 31.08 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:17:01.416, 30.72 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:18:01.419, 30.79 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:19:01.422, 31.31 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:20:01.425, 30.59 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:21:01.428, 30.17 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:22:01.431, 31.26 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:23:01.432, 30.58 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:24:01.434, 30.83 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:25:01.437, 30.79 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:26:01.438, 30.78 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:27:01.441, 30.33 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:28:01.443, 31.11 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:29:01.445, 30.69 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:30:01.447, 31.04 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:31:01.448, 30.46 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:32:01.451, 29.97 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:33:01.453, 30.67 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:34:01.456, 30.59 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:35:01.459, 30.68 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:36:01.461, 31.10 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:37:01.464, 31.27 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:38:01.466, 30.42 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:39:01.469, 30.56 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:40:01.472, 30.42 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:41:01.474, 30.52 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:42:01.477, 30.25 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:43:01.479, 30.47 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:44:01.482, 29.70 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:45:01.485, 30.34 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:46:01.488, 29.86 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:47:01.491, 29.31 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:48:01.494, 30.50 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:49:01.497, 30.22 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:50:01.500, 30.87 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:51:01.503, 30.68 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:52:01.506, 31.28 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:53:01.508, 30.63 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:54:01.511, 30.94 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:55:01.513, 29.59 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:56:01.516, 30.47 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:57:01.520, 29.84 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:58:01.524, 30.44 W, 34, 0 %, 143 MiB
0, 2024/05/02 01:59:01.527, 29.66 W, 34, 0 %, 143 MiB
0, 2024/05/02 02:00:01.531, 29.90 W, 34, 0 %, 143 MiB
0, 2024/05/02 02:01:01.534, 30.42 W, 34, 0 %, 143 MiB
0, 2024/05/02 02:02:01.537, 30.53 W, 34, 0 %, 143 MiB
0, 2024/05/02 02:03:01.541, 29.82 W, 34, 0 %, 143 MiB
0, 2024/05/02 02:04:01.544, 30.69 W, 34, 0 %, 143 MiB
0, 2024/05/02 02:05:01.548, 30.21 W, 34, 0 %, 143 MiB
0, 2024/05/02 02:06:01.551, 29.66 W, 34, 0 %, 143 MiB
0, 2024/05/02 02:07:01.554, 29.91 W, 34, 0 %, 143 MiB
0, 2024/05/02 02:08:01.556, 30.17 W, 34, 0 %, 143 MiB
0, 2024/05/02 02:09:01.560, 29.89 W, 34, 0 %, 143 MiB
0, 2024/05/02 02:10:01.563, 29.74 W, 34, 0 %, 143 MiB
0, 2024/05/02 02:11:01.566, 30.31 W, 34, 0 %, 143 MiB
0, 2024/05/02 02:12:01.570, 29.82 W, 34, 0 %, 143 MiB
0, 2024/05/02 02:13:01.573, 30.07 W, 34, 0 %, 143 MiB
0, 2024/05/02 02:14:01.577, 29.74 W, 34, 0 %, 143 MiB
0, 2024/05/02 02:15:01.580, 30.39 W, 34, 0 %, 143 MiB
0, 2024/05/02 02:16:01.583, 30.49 W, 34, 0 %, 143 MiB
0, 2024/05/02 02:17:01.586, 30.48 W, 34, 0 %, 143 MiB
0, 2024/05/02 02:18:01.589, 31.11 W, 34, 0 %, 143 MiB
0, 2024/05/02 02:19:01.592, 30.66 W, 34, 0 %, 143 MiB
0, 2024/05/02 02:20:01.596, 30.83 W, 34, 0 %, 143 MiB
0, 2024/05/02 02:21:01.599, 31.35 W, 34, 0 %, 143 MiB
0, 2024/05/02 02:22:01.602, 30.69 W, 34, 0 %, 143 MiB
0, 2024/05/02 02:23:01.605, 30.68 W, 34, 0 %, 143 MiB
0, 2024/05/02 02:24:01.607, 30.04 W, 34, 0 %, 143 MiB
0, 2024/05/02 02:25:01.610, 30.02 W, 34, 0 %, 143 MiB
0, 2024/05/02 02:26:01.613, 30.48 W, 34, 0 %, 143 MiB
0, 2024/05/02 02:27:01.616, 30.64 W, 34, 0 %, 143 MiB
0, 2024/05/02 02:28:01.620, 30.15 W, 34, 0 %, 143 MiB
0, 2024/05/02 02:29:01.622, 31.17 W, 34, 0 %, 143 MiB
0, 2024/05/02 02:30:01.626, 29.55 W, 34, 0 %, 143 MiB
0, 2024/05/02 02:31:01.630, 29.86 W, 34, 0 %, 143 MiB
0, 2024/05/02 02:32:01.633, 29.72 W, 34, 0 %, 143 MiB
