gpuid, timestamp, power.draw [W], temperature.gpu, utilization.gpu [%], memory.used [MiB]
0, 2023/08/14 00:00:01.690, 25.52 W, 48, 0 %, 2266 MiB
1, 2023/08/14 00:00:01.707, 24.92 W, 47, 0 %, 25 MiB
0, 2023/08/14 00:01:01.714, 25.53 W, 48, 0 %, 2266 MiB
1, 2023/08/14 00:01:01.727, 24.92 W, 47, 0 %, 25 MiB
0, 2023/08/14 00:02:01.744, 25.64 W, 48, 0 %, 2266 MiB
1, 2023/08/14 00:02:01.748, 24.92 W, 47, 0 %, 25 MiB
0, 2023/08/14 00:03:01.758, 25.63 W, 48, 0 %, 2266 MiB
1, 2023/08/14 00:03:01.767, 24.92 W, 47, 0 %, 25 MiB
0, 2023/08/14 00:04:01.793, 25.54 W, 48, 0 %, 2266 MiB
1, 2023/08/14 00:04:01.797, 25.02 W, 47, 0 %, 25 MiB
0, 2023/08/14 00:05:01.801, 25.63 W, 48, 0 %, 2266 MiB
1, 2023/08/14 00:05:01.805, 24.92 W, 47, 0 %, 25 MiB
0, 2023/08/14 00:06:01.825, 25.73 W, 48, 0 %, 2266 MiB
1, 2023/08/14 00:06:01.829, 25.01 W, 47, 0 %, 25 MiB
0, 2023/08/14 00:07:01.857, 25.64 W, 48, 0 %, 2266 MiB
1, 2023/08/14 00:07:01.861, 24.92 W, 46, 0 %, 25 MiB
0, 2023/08/14 00:08:01.864, 25.54 W, 48, 0 %, 2266 MiB
1, 2023/08/14 00:08:01.867, 24.92 W, 47, 0 %, 25 MiB
0, 2023/08/14 00:09:01.892, 25.62 W, 48, 0 %, 2266 MiB
1, 2023/08/14 00:09:01.914, 24.82 W, 47, 0 %, 25 MiB
0, 2023/08/14 00:10:01.918, 25.53 W, 48, 0 %, 2266 MiB
1, 2023/08/14 00:10:01.929, 24.92 W, 47, 0 %, 25 MiB
0, 2023/08/14 00:11:01.954, 25.72 W, 48, 0 %, 2266 MiB
1, 2023/08/14 00:11:01.967, 24.82 W, 47, 0 %, 25 MiB
0, 2023/08/14 00:12:01.981, 25.53 W, 48, 0 %, 2266 MiB
1, 2023/08/14 00:12:01.996, 24.92 W, 47, 0 %, 25 MiB
0, 2023/08/14 00:13:02.001, 25.53 W, 48, 0 %, 2266 MiB
1, 2023/08/14 00:13:02.009, 24.92 W, 47, 0 %, 25 MiB
0, 2023/08/14 00:14:02.025, 25.64 W, 48, 0 %, 2266 MiB
1, 2023/08/14 00:14:02.028, 25.01 W, 47, 0 %, 25 MiB
0, 2023/08/14 00:15:02.054, 25.53 W, 48, 0 %, 2266 MiB
1, 2023/08/14 00:15:02.058, 24.92 W, 47, 0 %, 25 MiB
0, 2023/08/14 00:16:02.070, 25.62 W, 48, 0 %, 2266 MiB
1, 2023/08/14 00:16:02.088, 24.92 W, 46, 0 %, 25 MiB
0, 2023/08/14 00:17:02.111, 25.42 W, 48, 0 %, 2266 MiB
1, 2023/08/14 00:17:02.133, 24.82 W, 47, 0 %, 25 MiB
0, 2023/08/14 00:18:02.140, 25.62 W, 48, 0 %, 2266 MiB
1, 2023/08/14 00:18:02.161, 24.92 W, 47, 0 %, 25 MiB
0, 2023/08/14 00:19:02.169, 25.63 W, 48, 0 %, 2266 MiB
1, 2023/08/14 00:19:02.173, 24.83 W, 47, 0 %, 25 MiB
0, 2023/08/14 00:20:02.176, 25.62 W, 48, 0 %, 2266 MiB
1, 2023/08/14 00:20:02.197, 25.01 W, 46, 0 %, 25 MiB
0, 2023/08/14 00:21:02.202, 25.62 W, 48, 0 %, 2266 MiB
1, 2023/08/14 00:21:02.228, 24.82 W, 46, 0 %, 25 MiB
0, 2023/08/14 00:22:02.233, 25.62 W, 48, 0 %, 2266 MiB
1, 2023/08/14 00:22:02.251, 24.83 W, 47, 0 %, 25 MiB
0, 2023/08/14 00:23:02.279, 25.53 W, 48, 0 %, 2266 MiB
1, 2023/08/14 00:23:02.289, 24.82 W, 46, 0 %, 25 MiB
0, 2023/08/14 00:24:02.304, 25.53 W, 48, 0 %, 2266 MiB
1, 2023/08/14 00:24:02.307, 25.02 W, 46, 0 %, 25 MiB
0, 2023/08/14 00:25:02.322, 25.54 W, 48, 0 %, 2266 MiB
1, 2023/08/14 00:25:02.325, 25.02 W, 46, 0 %, 25 MiB
0, 2023/08/14 00:26:02.336, 25.62 W, 48, 0 %, 2266 MiB
1, 2023/08/14 00:26:02.357, 24.92 W, 46, 0 %, 25 MiB
0, 2023/08/14 00:27:02.374, 25.62 W, 48, 0 %, 2266 MiB
1, 2023/08/14 00:27:02.388, 24.82 W, 46, 0 %, 25 MiB
0, 2023/08/14 00:28:02.401, 25.53 W, 48, 0 %, 2266 MiB
1, 2023/08/14 00:28:02.411, 24.92 W, 46, 0 %, 25 MiB
0, 2023/08/14 00:29:02.414, 25.62 W, 48, 0 %, 2266 MiB
1, 2023/08/14 00:29:02.431, 24.82 W, 46, 0 %, 25 MiB
0, 2023/08/14 00:30:02.437, 25.52 W, 48, 0 %, 2266 MiB
1, 2023/08/14 00:30:02.455, 25.01 W, 46, 0 %, 25 MiB
0, 2023/08/14 00:31:02.469, 25.62 W, 48, 0 %, 2266 MiB
1, 2023/08/14 00:31:02.485, 24.83 W, 47, 0 %, 25 MiB
0, 2023/08/14 00:32:02.492, 25.62 W, 48, 0 %, 2266 MiB
1, 2023/08/14 00:32:02.519, 24.83 W, 46, 0 %, 25 MiB
0, 2023/08/14 00:33:02.524, 25.54 W, 48, 0 %, 2266 MiB
1, 2023/08/14 00:33:02.527, 24.92 W, 46, 0 %, 25 MiB
0, 2023/08/14 00:34:02.532, 25.53 W, 48, 0 %, 2266 MiB
1, 2023/08/14 00:34:02.545, 24.82 W, 46, 0 %, 25 MiB
0, 2023/08/14 00:35:02.563, 25.62 W, 48, 0 %, 2266 MiB
1, 2023/08/14 00:35:02.572, 25.02 W, 46, 0 %, 25 MiB
0, 2023/08/14 00:36:02.576, 25.52 W, 48, 0 %, 2266 MiB
1, 2023/08/14 00:36:02.596, 24.92 W, 46, 0 %, 25 MiB
0, 2023/08/14 00:37:02.601, 25.52 W, 48, 0 %, 2266 MiB
1, 2023/08/14 00:37:02.619, 24.83 W, 47, 0 %, 25 MiB
0, 2023/08/14 00:38:02.626, 25.52 W, 48, 0 %, 2266 MiB
1, 2023/08/14 00:38:02.648, 24.82 W, 46, 0 %, 25 MiB
0, 2023/08/14 00:39:02.668, 25.63 W, 48, 0 %, 2266 MiB
1, 2023/08/14 00:39:02.671, 24.82 W, 46, 0 %, 25 MiB
