index, timestamp, power.draw [W], temperature.gpu, utilization.gpu [%], memory.used [MiB]
0, 2023/03/17 00:25:01.171, 146.09 W, 73, 99 %, 9093 MiB
1, 2023/03/17 00:25:01.176, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 00:26:01.177, 128.00 W, 73, 100 %, 9093 MiB
1, 2023/03/17 00:26:01.179, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 00:27:01.181, 155.86 W, 73, 100 %, 9093 MiB
1, 2023/03/17 00:27:01.182, 1.19 W, 39, 0 %, 21 MiB
0, 2023/03/17 00:28:01.183, 148.92 W, 72, 99 %, 9093 MiB
1, 2023/03/17 00:28:01.185, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 00:29:01.187, 158.46 W, 72, 100 %, 9093 MiB
1, 2023/03/17 00:29:01.192, 1.19 W, 38, 0 %, 21 MiB
0, 2023/03/17 00:30:01.193, 131.80 W, 72, 99 %, 9093 MiB
1, 2023/03/17 00:30:01.194, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 00:31:01.196, 143.48 W, 72, 99 %, 9093 MiB
1, 2023/03/17 00:31:01.197, 1.18 W, 39, 0 %, 21 MiB
0, 2023/03/17 00:32:01.198, 154.65 W, 73, 99 %, 9093 MiB
1, 2023/03/17 00:32:01.199, 1.18 W, 38, 1 %, 21 MiB
0, 2023/03/17 00:33:01.201, 160.64 W, 74, 99 %, 9093 MiB
1, 2023/03/17 00:33:01.201, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 00:34:01.203, 157.02 W, 72, 100 %, 9093 MiB
1, 2023/03/17 00:34:01.208, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 00:35:01.210, 140.13 W, 72, 99 %, 9093 MiB
1, 2023/03/17 00:35:01.213, 1.19 W, 38, 0 %, 21 MiB
0, 2023/03/17 00:36:01.215, 137.44 W, 72, 97 %, 9093 MiB
1, 2023/03/17 00:36:01.219, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 00:37:01.221, 145.81 W, 73, 99 %, 9093 MiB
1, 2023/03/17 00:37:01.224, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 00:38:01.225, 127.43 W, 72, 100 %, 9093 MiB
1, 2023/03/17 00:38:01.226, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 00:39:01.228, 156.71 W, 72, 100 %, 9093 MiB
1, 2023/03/17 00:39:01.228, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 00:40:01.230, 156.73 W, 73, 99 %, 9093 MiB
1, 2023/03/17 00:40:01.230, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 00:41:01.232, 152.60 W, 72, 99 %, 9093 MiB
1, 2023/03/17 00:41:01.232, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 00:42:01.234, 136.68 W, 72, 98 %, 9093 MiB
1, 2023/03/17 00:42:01.235, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 00:43:01.236, 142.20 W, 73, 100 %, 9093 MiB
1, 2023/03/17 00:43:01.237, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 00:44:01.238, 147.88 W, 73, 100 %, 9093 MiB
1, 2023/03/17 00:44:01.239, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 00:45:01.240, 141.08 W, 72, 99 %, 9093 MiB
1, 2023/03/17 00:45:01.242, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 00:46:01.243, 151.30 W, 72, 100 %, 9093 MiB
1, 2023/03/17 00:46:01.244, 1.18 W, 39, 0 %, 21 MiB
0, 2023/03/17 00:47:01.245, 130.29 W, 72, 99 %, 9093 MiB
1, 2023/03/17 00:47:01.246, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 00:48:01.247, 136.30 W, 72, 98 %, 9093 MiB
1, 2023/03/17 00:48:01.249, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 00:49:01.250, 145.62 W, 73, 99 %, 9093 MiB
1, 2023/03/17 00:49:01.255, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 00:50:01.257, 127.95 W, 73, 100 %, 9093 MiB
1, 2023/03/17 00:50:01.257, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 00:51:01.259, 155.88 W, 72, 100 %, 9093 MiB
1, 2023/03/17 00:51:01.260, 1.19 W, 38, 0 %, 21 MiB
0, 2023/03/17 00:52:01.261, 148.73 W, 73, 98 %, 9093 MiB
1, 2023/03/17 00:52:01.262, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 00:53:01.263, 157.65 W, 72, 100 %, 9093 MiB
1, 2023/03/17 00:53:01.267, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 00:54:01.268, 136.01 W, 72, 98 %, 9093 MiB
1, 2023/03/17 00:54:01.269, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 00:55:01.271, 137.06 W, 72, 83 %, 9093 MiB
1, 2023/03/17 00:55:01.271, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 00:56:01.272, 131.34 W, 73, 100 %, 9093 MiB
1, 2023/03/17 00:56:01.273, 1.18 W, 39, 0 %, 21 MiB
0, 2023/03/17 00:57:01.275, 158.56 W, 73, 100 %, 9093 MiB
1, 2023/03/17 00:57:01.275, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 00:58:01.277, 145.90 W, 73, 99 %, 9093 MiB
1, 2023/03/17 00:58:01.278, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 00:59:01.279, 152.32 W, 72, 100 %, 9093 MiB
1, 2023/03/17 00:59:01.280, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:00:01.281, 138.29 W, 72, 99 %, 9093 MiB
1, 2023/03/17 01:00:01.282, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:01:01.284, 138.10 W, 73, 99 %, 9093 MiB
1, 2023/03/17 01:01:01.284, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:02:01.286, 130.00 W, 72, 100 %, 9093 MiB
1, 2023/03/17 01:02:01.291, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:03:01.292, 158.42 W, 73, 99 %, 9093 MiB
1, 2023/03/17 01:03:01.293, 1.19 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:04:01.295, 162.14 W, 73, 99 %, 9093 MiB
1, 2023/03/17 01:04:01.299, 1.29 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:05:01.300, 156.90 W, 72, 100 %, 9093 MiB
1, 2023/03/17 01:05:01.301, 1.18 W, 39, 0 %, 21 MiB
0, 2023/03/17 01:06:01.302, 138.42 W, 72, 100 %, 9093 MiB
1, 2023/03/17 01:06:01.303, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:07:01.304, 68.96 W, 68, 0 %, 9093 MiB
1, 2023/03/17 01:07:01.305, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:08:01.307, 144.29 W, 70, 100 %, 9093 MiB
1, 2023/03/17 01:08:01.308, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:09:01.309, 135.20 W, 73, 94 %, 9093 MiB
1, 2023/03/17 01:09:01.315, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:10:01.316, 138.82 W, 75, 97 %, 9093 MiB
1, 2023/03/17 01:10:01.317, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:11:01.319, 136.87 W, 71, 98 %, 9093 MiB
1, 2023/03/17 01:11:01.323, 1.18 W, 39, 0 %, 21 MiB
0, 2023/03/17 01:12:01.324, 137.06 W, 72, 97 %, 9093 MiB
1, 2023/03/17 01:12:01.325, 1.19 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:13:01.326, 130.19 W, 73, 99 %, 9093 MiB
1, 2023/03/17 01:13:01.327, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:14:01.328, 138.32 W, 73, 100 %, 9093 MiB
1, 2023/03/17 01:14:01.329, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:15:01.330, 152.82 W, 72, 100 %, 9093 MiB
1, 2023/03/17 01:15:01.331, 1.18 W, 39, 0 %, 21 MiB
0, 2023/03/17 01:16:01.332, 156.65 W, 72, 100 %, 9093 MiB
1, 2023/03/17 01:16:01.333, 1.18 W, 39, 0 %, 21 MiB
0, 2023/03/17 01:17:01.334, 160.80 W, 73, 99 %, 9093 MiB
1, 2023/03/17 01:17:01.337, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:18:01.338, 153.30 W, 73, 99 %, 9093 MiB
1, 2023/03/17 01:18:01.339, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:19:01.341, 159.88 W, 72, 99 %, 9093 MiB
1, 2023/03/17 01:19:01.341, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:20:01.342, 152.77 W, 72, 99 %, 9093 MiB
1, 2023/03/17 01:20:01.343, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:21:01.345, 159.70 W, 73, 100 %, 9093 MiB
1, 2023/03/17 01:21:01.346, 1.18 W, 39, 0 %, 21 MiB
0, 2023/03/17 01:22:01.347, 157.18 W, 73, 100 %, 9093 MiB
1, 2023/03/17 01:22:01.347, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:23:01.349, 153.98 W, 72, 99 %, 9093 MiB
1, 2023/03/17 01:23:01.349, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:24:01.351, 138.71 W, 73, 99 %, 9093 MiB
1, 2023/03/17 01:24:01.352, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:25:01.353, 126.90 W, 73, 100 %, 9093 MiB
1, 2023/03/17 01:25:01.354, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:26:01.355, 143.72 W, 73, 100 %, 9093 MiB
1, 2023/03/17 01:26:01.356, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:27:01.358, 145.52 W, 72, 99 %, 9093 MiB
1, 2023/03/17 01:27:01.360, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:28:01.361, 140.72 W, 72, 98 %, 9093 MiB
1, 2023/03/17 01:28:01.361, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:29:01.363, 136.95 W, 72, 99 %, 9093 MiB
1, 2023/03/17 01:29:01.367, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:30:01.368, 137.44 W, 72, 98 %, 9093 MiB
1, 2023/03/17 01:30:01.369, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:31:01.370, 130.22 W, 72, 99 %, 9093 MiB
1, 2023/03/17 01:31:01.371, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:32:01.372, 153.68 W, 72, 99 %, 9093 MiB
1, 2023/03/17 01:32:01.373, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:33:01.375, 163.08 W, 72, 99 %, 9093 MiB
1, 2023/03/17 01:33:01.380, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:34:01.381, 145.17 W, 73, 99 %, 9093 MiB
1, 2023/03/17 01:34:01.382, 1.17 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:35:01.383, 161.59 W, 73, 99 %, 9093 MiB
1, 2023/03/17 01:35:01.384, 1.17 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:36:01.385, 159.88 W, 72, 99 %, 9093 MiB
1, 2023/03/17 01:36:01.386, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:37:01.387, 154.14 W, 72, 99 %, 9093 MiB
1, 2023/03/17 01:37:01.388, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:38:01.389, 160.26 W, 73, 100 %, 9093 MiB
1, 2023/03/17 01:38:01.393, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:39:01.395, 161.41 W, 73, 100 %, 9093 MiB
1, 2023/03/17 01:39:01.395, 1.18 W, 39, 0 %, 21 MiB
0, 2023/03/17 01:40:01.397, 131.24 W, 73, 99 %, 9093 MiB
1, 2023/03/17 01:40:01.402, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:41:01.404, 134.26 W, 73, 100 %, 9093 MiB
1, 2023/03/17 01:41:01.404, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:42:01.406, 142.29 W, 73, 100 %, 9093 MiB
1, 2023/03/17 01:42:01.412, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:43:01.413, 145.81 W, 73, 99 %, 9093 MiB
1, 2023/03/17 01:43:01.414, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:44:01.416, 137.73 W, 72, 97 %, 9093 MiB
1, 2023/03/17 01:44:01.416, 1.18 W, 39, 0 %, 21 MiB
0, 2023/03/17 01:45:01.418, 136.09 W, 73, 96 %, 9093 MiB
1, 2023/03/17 01:45:01.418, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:46:01.420, 137.52 W, 73, 97 %, 9093 MiB
1, 2023/03/17 01:46:01.421, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:47:01.423, 133.40 W, 72, 99 %, 9093 MiB
1, 2023/03/17 01:47:01.424, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:48:01.425, 132.12 W, 72, 99 %, 9093 MiB
1, 2023/03/17 01:48:01.426, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:49:01.427, 140.60 W, 72, 99 %, 9093 MiB
1, 2023/03/17 01:49:01.428, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:50:01.429, 153.11 W, 72, 100 %, 9093 MiB
1, 2023/03/17 01:50:01.430, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:51:01.432, 158.27 W, 72, 99 %, 9093 MiB
1, 2023/03/17 01:51:01.437, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:52:01.439, 142.91 W, 72, 99 %, 9093 MiB
1, 2023/03/17 01:52:01.444, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:53:01.445, 156.61 W, 72, 99 %, 9093 MiB
1, 2023/03/17 01:53:01.446, 1.31 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:54:01.447, 154.99 W, 73, 99 %, 9093 MiB
1, 2023/03/17 01:54:01.450, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:55:01.451, 160.27 W, 72, 100 %, 9093 MiB
1, 2023/03/17 01:55:01.457, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:56:01.459, 153.25 W, 73, 100 %, 9093 MiB
1, 2023/03/17 01:56:01.464, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:57:01.466, 144.54 W, 73, 99 %, 9093 MiB
1, 2023/03/17 01:57:01.466, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:58:01.467, 131.82 W, 73, 99 %, 9093 MiB
1, 2023/03/17 01:58:01.468, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 01:59:01.469, 130.10 W, 73, 100 %, 9093 MiB
1, 2023/03/17 01:59:01.471, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:00:01.473, 144.38 W, 73, 100 %, 9093 MiB
1, 2023/03/17 02:00:01.473, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:01:01.474, 146.00 W, 73, 99 %, 9093 MiB
1, 2023/03/17 02:01:01.475, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:02:01.477, 136.76 W, 73, 97 %, 9093 MiB
1, 2023/03/17 02:02:01.482, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:03:01.483, 137.52 W, 72, 99 %, 9093 MiB
1, 2023/03/17 02:03:01.484, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:04:01.485, 138.28 W, 72, 98 %, 9093 MiB
1, 2023/03/17 02:04:01.486, 1.19 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:05:01.487, 129.27 W, 72, 99 %, 9093 MiB
1, 2023/03/17 02:05:01.488, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:06:01.490, 132.40 W, 72, 99 %, 9093 MiB
1, 2023/03/17 02:06:01.495, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:07:01.496, 142.27 W, 72, 99 %, 9093 MiB
1, 2023/03/17 02:07:01.497, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:08:01.499, 138.32 W, 72, 99 %, 9093 MiB
1, 2023/03/17 02:08:01.502, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:09:01.503, 151.59 W, 72, 100 %, 9093 MiB
1, 2023/03/17 02:09:01.504, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:10:01.506, 157.09 W, 72, 100 %, 9093 MiB
1, 2023/03/17 02:10:01.506, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:11:01.508, 162.42 W, 73, 100 %, 9093 MiB
1, 2023/03/17 02:11:01.513, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:12:01.515, 148.02 W, 72, 99 %, 9093 MiB
1, 2023/03/17 02:12:01.515, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:13:01.517, 161.57 W, 72, 99 %, 9093 MiB
1, 2023/03/17 02:13:01.517, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:14:01.519, 161.12 W, 73, 99 %, 9093 MiB
1, 2023/03/17 02:14:01.519, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:15:01.521, 160.83 W, 73, 99 %, 9093 MiB
1, 2023/03/17 02:15:01.521, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:16:01.523, 148.88 W, 73, 99 %, 9093 MiB
1, 2023/03/17 02:16:01.523, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:17:01.525, 128.32 W, 73, 99 %, 9093 MiB
1, 2023/03/17 02:17:01.526, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:18:01.528, 138.75 W, 73, 100 %, 9093 MiB
1, 2023/03/17 02:18:01.532, 1.17 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:19:01.533, 145.05 W, 73, 99 %, 9093 MiB
1, 2023/03/17 02:19:01.534, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:20:01.535, 139.48 W, 73, 100 %, 9093 MiB
1, 2023/03/17 02:20:01.536, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:21:01.538, 142.95 W, 73, 99 %, 9093 MiB
1, 2023/03/17 02:21:01.542, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:22:01.543, 136.57 W, 72, 96 %, 9093 MiB
1, 2023/03/17 02:22:01.544, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:23:01.546, 131.53 W, 72, 99 %, 9093 MiB
1, 2023/03/17 02:23:01.546, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:24:01.547, 142.04 W, 72, 99 %, 9093 MiB
1, 2023/03/17 02:24:01.548, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:25:01.549, 150.16 W, 72, 100 %, 9093 MiB
1, 2023/03/17 02:25:01.550, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:26:01.551, 158.65 W, 72, 99 %, 9093 MiB
1, 2023/03/17 02:26:01.553, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:27:01.554, 144.15 W, 72, 99 %, 9093 MiB
1, 2023/03/17 02:27:01.555, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:28:01.556, 158.27 W, 73, 99 %, 9093 MiB
1, 2023/03/17 02:28:01.557, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:29:01.558, 153.88 W, 73, 99 %, 9093 MiB
1, 2023/03/17 02:29:01.559, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:30:01.560, 158.74 W, 72, 98 %, 9093 MiB
1, 2023/03/17 02:30:01.563, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:31:01.565, 160.90 W, 73, 99 %, 9093 MiB
1, 2023/03/17 02:31:01.568, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:32:01.569, 161.57 W, 72, 99 %, 9093 MiB
1, 2023/03/17 02:32:01.574, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:33:01.575, 157.85 W, 73, 99 %, 9093 MiB
1, 2023/03/17 02:33:01.579, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:34:01.580, 131.62 W, 73, 100 %, 9093 MiB
1, 2023/03/17 02:34:01.583, 1.17 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:35:01.585, 144.00 W, 74, 100 %, 9093 MiB
1, 2023/03/17 02:35:01.589, 1.17 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:36:01.591, 145.61 W, 73, 99 %, 9093 MiB
1, 2023/03/17 02:36:01.591, 1.17 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:37:01.593, 130.66 W, 72, 99 %, 9093 MiB
1, 2023/03/17 02:37:01.593, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:38:01.595, 137.73 W, 72, 99 %, 9093 MiB
1, 2023/03/17 02:38:01.599, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:39:01.600, 136.66 W, 73, 96 %, 9093 MiB
1, 2023/03/17 02:39:01.603, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:40:01.604, 137.71 W, 73, 97 %, 9093 MiB
1, 2023/03/17 02:40:01.605, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:41:01.607, 130.90 W, 72, 99 %, 9093 MiB
1, 2023/03/17 02:41:01.607, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:42:01.609, 144.15 W, 72, 99 %, 9093 MiB
1, 2023/03/17 02:42:01.609, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:43:01.611, 153.27 W, 73, 100 %, 9093 MiB
1, 2023/03/17 02:43:01.612, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:44:01.613, 160.80 W, 72, 100 %, 9093 MiB
1, 2023/03/17 02:44:01.614, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:45:01.615, 165.17 W, 72, 99 %, 9093 MiB
1, 2023/03/17 02:45:01.616, 1.17 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:46:01.617, 159.54 W, 73, 99 %, 9093 MiB
1, 2023/03/17 02:46:01.618, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:47:01.619, 139.75 W, 73, 99 %, 9093 MiB
1, 2023/03/17 02:47:01.620, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:48:01.621, 69.51 W, 70, 0 %, 9093 MiB
1, 2023/03/17 02:48:01.624, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:49:01.626, 151.21 W, 69, 100 %, 9093 MiB
1, 2023/03/17 02:49:01.627, 1.18 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:50:01.628, 159.03 W, 72, 99 %, 9093 MiB
1, 2023/03/17 02:50:01.629, 1.17 W, 38, 0 %, 21 MiB
0, 2023/03/17 02:51:01.631, 163.56 W, 75, 100 %, 9093 MiB
