gpuid, timestamp, power.draw [W], temperature.gpu, utilization.gpu [%], memory.used [MiB]
0, 2023/11/16 00:00:01.780, 112.77 W, 44, 0 %, 14246 MiB
0, 2023/11/16 00:01:01.791, 113.23 W, 44, 0 %, 14246 MiB
0, 2023/11/16 00:02:01.794, 112.99 W, 44, 0 %, 14246 MiB
0, 2023/11/16 00:03:01.795, 113.52 W, 44, 0 %, 14246 MiB
0, 2023/11/16 00:04:01.797, 113.05 W, 44, 0 %, 14246 MiB
0, 2023/11/16 00:05:01.799, 112.71 W, 44, 0 %, 14246 MiB
0, 2023/11/16 00:06:01.801, 113.12 W, 44, 0 %, 14246 MiB
0, 2023/11/16 00:07:01.803, 113.27 W, 44, 0 %, 14246 MiB
0, 2023/11/16 00:08:01.805, 112.86 W, 44, 0 %, 14246 MiB
0, 2023/11/16 00:09:01.807, 113.47 W, 44, 0 %, 14246 MiB
0, 2023/11/16 00:10:01.809, 112.78 W, 44, 0 %, 14246 MiB
0, 2023/11/16 00:11:01.811, 113.08 W, 44, 0 %, 14246 MiB
0, 2023/11/16 00:12:01.812, 113.68 W, 44, 0 %, 14246 MiB
0, 2023/11/16 00:13:01.814, 112.67 W, 44, 0 %, 14246 MiB
0, 2023/11/16 00:14:01.816, 113.42 W, 44, 0 %, 14246 MiB
0, 2023/11/16 00:15:01.818, 113.14 W, 44, 0 %, 14246 MiB
0, 2023/11/16 00:16:01.820, 112.72 W, 44, 0 %, 14246 MiB
0, 2023/11/16 00:17:01.821, 112.42 W, 44, 0 %, 14246 MiB
0, 2023/11/16 00:18:01.823, 112.62 W, 43, 0 %, 14246 MiB
0, 2023/11/16 00:19:01.825, 112.71 W, 44, 0 %, 14246 MiB
0, 2023/11/16 00:20:01.827, 113.33 W, 43, 0 %, 14246 MiB
0, 2023/11/16 00:21:01.828, 113.12 W, 44, 0 %, 14246 MiB
0, 2023/11/16 00:22:01.830, 113.54 W, 44, 0 %, 14246 MiB
0, 2023/11/16 00:23:01.832, 113.40 W, 44, 0 %, 14246 MiB
0, 2023/11/16 00:24:01.835, 113.10 W, 44, 0 %, 14246 MiB
0, 2023/11/16 00:25:01.837, 112.71 W, 44, 0 %, 14246 MiB
0, 2023/11/16 00:26:01.839, 112.82 W, 44, 0 %, 14246 MiB
