gpuid, timestamp, power.draw [W], temperature.gpu, utilization.gpu [%], memory.used [MiB]
0, 2024/09/16 00:00:01.316, 21.93 W, 32, 0 %, 5 MiB
1, 2024/09/16 00:00:01.317, 1.16 W, 38, 0 %, 81 MiB
0, 2024/09/16 00:01:01.319, 22.13 W, 32, 0 %, 5 MiB
1, 2024/09/16 00:01:01.320, 1.16 W, 38, 0 %, 75 MiB
0, 2024/09/16 00:02:01.322, 21.94 W, 32, 0 %, 5 MiB
1, 2024/09/16 00:02:01.324, 1.16 W, 38, 0 %, 81 MiB
0, 2024/09/16 00:03:01.325, 21.94 W, 32, 0 %, 5 MiB
1, 2024/09/16 00:03:01.326, 1.16 W, 38, 0 %, 75 MiB
0, 2024/09/16 00:04:01.328, 21.94 W, 32, 0 %, 5 MiB
1, 2024/09/16 00:04:01.329, 1.16 W, 38, 0 %, 81 MiB
0, 2024/09/16 00:05:01.331, 22.04 W, 32, 0 %, 5 MiB
1, 2024/09/16 00:05:01.332, 1.17 W, 38, 0 %, 75 MiB
0, 2024/09/16 00:06:01.334, 21.75 W, 32, 0 %, 5 MiB
1, 2024/09/16 00:06:01.335, 1.16 W, 38, 0 %, 81 MiB
0, 2024/09/16 00:07:01.336, 21.94 W, 32, 0 %, 5 MiB
1, 2024/09/16 00:07:01.338, 1.16 W, 38, 0 %, 75 MiB
0, 2024/09/16 00:08:01.339, 22.04 W, 32, 0 %, 5 MiB
1, 2024/09/16 00:08:01.340, 1.16 W, 38, 0 %, 81 MiB
0, 2024/09/16 00:09:01.342, 21.84 W, 32, 0 %, 5 MiB
1, 2024/09/16 00:09:01.343, 1.16 W, 38, 0 %, 75 MiB
0, 2024/09/16 00:10:01.345, 22.04 W, 32, 0 %, 5 MiB
1, 2024/09/16 00:10:01.346, 1.16 W, 38, 0 %, 81 MiB
0, 2024/09/16 00:11:01.348, 21.94 W, 32, 0 %, 5 MiB
1, 2024/09/16 00:11:01.349, 1.16 W, 38, 0 %, 75 MiB
0, 2024/09/16 00:12:01.351, 21.84 W, 32, 0 %, 5 MiB
1, 2024/09/16 00:12:01.352, 1.16 W, 38, 0 %, 81 MiB
0, 2024/09/16 00:13:01.353, 21.94 W, 32, 0 %, 5 MiB
1, 2024/09/16 00:13:01.355, 1.17 W, 38, 0 %, 75 MiB
0, 2024/09/16 00:14:01.356, 21.94 W, 32, 0 %, 5 MiB
1, 2024/09/16 00:14:01.358, 1.16 W, 38, 0 %, 81 MiB
0, 2024/09/16 00:15:01.360, 22.13 W, 32, 0 %, 5 MiB
1, 2024/09/16 00:15:01.361, 1.29 W, 38, 0 %, 75 MiB
0, 2024/09/16 00:16:01.362, 22.04 W, 32, 0 %, 5 MiB
1, 2024/09/16 00:16:01.363, 1.17 W, 38, 0 %, 81 MiB
0, 2024/09/16 00:17:01.365, 22.04 W, 32, 0 %, 5 MiB
