index, timestamp, power.draw [W], temperature.gpu, utilization.gpu [%], memory.used [MiB]
0, 2023/03/18 00:00:01.540, 21.93 W, 31, 0 %, 5 MiB
1, 2023/03/18 00:00:01.542, 1.09 W, 35, 0 %, 21 MiB
0, 2023/03/18 00:01:01.544, 21.93 W, 31, 0 %, 5 MiB
1, 2023/03/18 00:01:01.546, 1.09 W, 35, 0 %, 21 MiB
0, 2023/03/18 00:02:01.547, 21.93 W, 31, 0 %, 5 MiB
1, 2023/03/18 00:02:01.548, 1.09 W, 35, 0 %, 21 MiB
0, 2023/03/18 00:03:01.550, 22.03 W, 31, 0 %, 5 MiB
1, 2023/03/18 00:03:01.551, 1.09 W, 35, 0 %, 21 MiB
0, 2023/03/18 00:04:01.553, 21.93 W, 30, 0 %, 5 MiB
1, 2023/03/18 00:04:01.554, 1.09 W, 35, 0 %, 21 MiB
0, 2023/03/18 00:05:01.556, 21.84 W, 31, 0 %, 5 MiB
1, 2023/03/18 00:05:01.557, 1.09 W, 35, 0 %, 21 MiB
0, 2023/03/18 00:06:01.559, 22.03 W, 30, 0 %, 5 MiB
1, 2023/03/18 00:06:01.560, 1.09 W, 35, 0 %, 21 MiB
0, 2023/03/18 00:07:01.562, 21.74 W, 31, 0 %, 5 MiB
1, 2023/03/18 00:07:01.563, 1.09 W, 35, 0 %, 21 MiB
0, 2023/03/18 00:08:01.564, 21.84 W, 31, 0 %, 5 MiB
1, 2023/03/18 00:08:01.566, 1.09 W, 35, 0 %, 21 MiB
0, 2023/03/18 00:09:01.567, 21.93 W, 31, 0 %, 5 MiB
1, 2023/03/18 00:09:01.569, 1.09 W, 35, 0 %, 21 MiB
0, 2023/03/18 00:10:01.571, 21.93 W, 31, 0 %, 5 MiB
1, 2023/03/18 00:10:01.572, 1.09 W, 35, 0 %, 21 MiB
0, 2023/03/18 00:11:01.574, 21.84 W, 31, 0 %, 5 MiB
1, 2023/03/18 00:11:01.575, 1.09 W, 35, 0 %, 21 MiB
0, 2023/03/18 00:12:01.577, 22.03 W, 31, 0 %, 5 MiB
1, 2023/03/18 00:12:01.578, 1.09 W, 35, 0 %, 21 MiB
0, 2023/03/18 00:13:01.580, 22.03 W, 31, 0 %, 5 MiB
1, 2023/03/18 00:13:01.581, 1.09 W, 35, 0 %, 21 MiB
0, 2023/03/18 00:14:01.583, 21.84 W, 31, 0 %, 5 MiB
1, 2023/03/18 00:14:01.585, 1.09 W, 35, 0 %, 21 MiB
0, 2023/03/18 00:15:01.586, 21.93 W, 30, 0 %, 5 MiB
