gpuid, timestamp, power.draw [W], temperature.gpu, utilization.gpu [%], memory.used [MiB]
0, 2023/09/12 00:00:01.259, 25.78 W, 49, 0 %, 2267 MiB
1, 2023/09/12 00:00:01.284, 182.88 W, 77, 99 %, 26297 MiB
0, 2023/09/12 00:01:01.292, 25.78 W, 49, 0 %, 2268 MiB
1, 2023/09/12 00:01:01.319, 166.16 W, 75, 99 %, 26297 MiB
0, 2023/09/12 00:02:01.335, 25.69 W, 49, 0 %, 2268 MiB
1, 2023/09/12 00:02:01.360, 177.41 W, 75, 98 %, 26297 MiB
0, 2023/09/12 00:03:01.366, 25.61 W, 48, 0 %, 2268 MiB
1, 2023/09/12 00:03:01.386, 58.46 W, 73, 0 %, 26297 MiB
0, 2023/09/12 00:04:01.390, 25.61 W, 49, 0 %, 2268 MiB
1, 2023/09/12 00:04:01.413, 58.95 W, 74, 0 %, 26297 MiB
0, 2023/09/12 00:05:01.417, 25.78 W, 49, 0 %, 2268 MiB
1, 2023/09/12 00:05:01.420, 182.62 W, 75, 100 %, 26297 MiB
0, 2023/09/12 00:06:01.429, 25.70 W, 49, 0 %, 2268 MiB
1, 2023/09/12 00:06:01.433, 58.17 W, 72, 0 %, 26297 MiB
0, 2023/09/12 00:07:01.435, 25.69 W, 49, 0 %, 2268 MiB
1, 2023/09/12 00:07:01.439, 201.94 W, 76, 100 %, 26297 MiB
0, 2023/09/12 00:08:01.446, 25.70 W, 49, 0 %, 2268 MiB
1, 2023/09/12 00:08:01.449, 58.56 W, 73, 0 %, 26297 MiB
0, 2023/09/12 00:09:01.453, 25.88 W, 49, 0 %, 2268 MiB
1, 2023/09/12 00:09:01.474, 191.27 W, 77, 99 %, 26297 MiB
0, 2023/09/12 00:10:01.484, 25.79 W, 49, 0 %, 2268 MiB
1, 2023/09/12 00:10:01.496, 200.43 W, 78, 98 %, 26297 MiB
0, 2023/09/12 00:11:01.510, 25.70 W, 49, 0 %, 2267 MiB
1, 2023/09/12 00:11:01.513, 58.36 W, 73, 0 %, 26297 MiB
0, 2023/09/12 00:12:01.516, 25.80 W, 48, 0 %, 2267 MiB
1, 2023/09/12 00:12:01.529, 58.26 W, 73, 0 %, 26297 MiB
0, 2023/09/12 00:13:01.532, 25.80 W, 48, 0 %, 2267 MiB
1, 2023/09/12 00:13:01.557, 58.36 W, 73, 0 %, 26297 MiB
0, 2023/09/12 00:14:01.560, 25.78 W, 48, 0 %, 2267 MiB
1, 2023/09/12 00:14:01.563, 191.65 W, 76, 99 %, 26297 MiB
0, 2023/09/12 00:15:01.571, 25.78 W, 49, 0 %, 2267 MiB
1, 2023/09/12 00:15:01.581, 188.16 W, 75, 99 %, 26297 MiB
0, 2023/09/12 00:16:01.586, 25.78 W, 48, 0 %, 2299 MiB
1, 2023/09/12 00:16:01.591, 201.36 W, 77, 100 %, 26297 MiB
0, 2023/09/12 00:17:01.594, 25.70 W, 48, 0 %, 2299 MiB
1, 2023/09/12 00:17:01.616, 59.72 W, 75, 0 %, 26297 MiB
0, 2023/09/12 00:18:01.618, 25.80 W, 48, 0 %, 2299 MiB
1, 2023/09/12 00:18:01.639, 104.45 W, 76, 100 %, 26297 MiB
0, 2023/09/12 00:19:01.650, 25.79 W, 49, 0 %, 2299 MiB
1, 2023/09/12 00:19:01.667, 159.50 W, 77, 98 %, 26297 MiB
0, 2023/09/12 00:20:01.672, 25.79 W, 49, 0 %, 2299 MiB
1, 2023/09/12 00:20:01.689, 184.70 W, 77, 99 %, 26297 MiB
0, 2023/09/12 00:21:01.702, 25.70 W, 49, 0 %, 2299 MiB
1, 2023/09/12 00:21:01.717, 85.70 W, 77, 100 %, 26297 MiB
0, 2023/09/12 00:22:01.724, 25.78 W, 49, 0 %, 2299 MiB
1, 2023/09/12 00:22:01.745, 181.71 W, 76, 99 %, 26297 MiB
0, 2023/09/12 00:23:01.753, 25.69 W, 48, 0 %, 2267 MiB
1, 2023/09/12 00:23:01.756, 168.07 W, 76, 98 %, 26297 MiB
0, 2023/09/12 00:24:01.759, 25.60 W, 48, 0 %, 2267 MiB
1, 2023/09/12 00:24:01.777, 187.97 W, 76, 98 %, 26297 MiB
0, 2023/09/12 00:25:01.784, 25.70 W, 48, 0 %, 2267 MiB
1, 2023/09/12 00:25:01.795, 59.05 W, 74, 0 %, 26297 MiB
0, 2023/09/12 00:26:01.798, 25.69 W, 48, 0 %, 2267 MiB
1, 2023/09/12 00:26:01.816, 164.70 W, 76, 100 %, 26297 MiB
0, 2023/09/12 00:27:01.822, 25.69 W, 48, 0 %, 2267 MiB
1, 2023/09/12 00:27:01.838, 188.29 W, 77, 99 %, 26297 MiB
0, 2023/09/12 00:28:01.851, 25.70 W, 49, 0 %, 2267 MiB
1, 2023/09/12 00:28:01.861, 60.60 W, 76, 15 %, 26297 MiB
0, 2023/09/12 00:29:01.866, 25.80 W, 49, 0 %, 2267 MiB
1, 2023/09/12 00:29:01.869, 58.75 W, 74, 0 %, 26297 MiB
0, 2023/09/12 00:30:01.877, 25.60 W, 49, 0 %, 2267 MiB
1, 2023/09/12 00:30:01.880, 60.49 W, 75, 100 %, 26297 MiB
0, 2023/09/12 00:31:01.884, 25.61 W, 49, 0 %, 2267 MiB
1, 2023/09/12 00:31:01.887, 58.75 W, 73, 0 %, 26297 MiB
0, 2023/09/12 00:32:01.890, 25.70 W, 49, 0 %, 2267 MiB
1, 2023/09/12 00:32:01.917, 58.46 W, 73, 0 %, 26297 MiB
