gpuid, timestamp, power.draw [W], temperature.gpu, utilization.gpu [%], memory.used [MiB]
0, 2024/04/14 00:00:01.865, 244.81 W, 88, 99 %, 28838 MiB
1, 2024/04/14 00:00:01.868, 276.25 W, 87, 99 %, 35605 MiB
0, 2024/04/14 00:01:01.872, 249.23 W, 88, 100 %, 28838 MiB
1, 2024/04/14 00:01:01.883, 283.09 W, 86, 100 %, 35605 MiB
0, 2024/04/14 00:02:01.885, 192.08 W, 86, 100 %, 28838 MiB
1, 2024/04/14 00:02:01.893, 213.62 W, 86, 99 %, 35605 MiB
0, 2024/04/14 00:03:01.894, 221.05 W, 87, 76 %, 28838 MiB
1, 2024/04/14 00:03:01.902, 192.32 W, 86, 14 %, 35605 MiB
0, 2024/04/14 00:04:01.903, 243.16 W, 88, 94 %, 28840 MiB
1, 2024/04/14 00:04:01.911, 225.08 W, 86, 98 %, 35605 MiB
0, 2024/04/14 00:05:01.912, 251.44 W, 88, 100 %, 28838 MiB
1, 2024/04/14 00:05:01.920, 254.29 W, 87, 100 %, 35605 MiB
0, 2024/04/14 00:06:01.921, 251.87 W, 88, 100 %, 28838 MiB
1, 2024/04/14 00:06:01.929, 231.46 W, 84, 0 %, 35605 MiB
0, 2024/04/14 00:07:01.931, 190.06 W, 87, 39 %, 28838 MiB
1, 2024/04/14 00:07:01.939, 192.05 W, 83, 16 %, 35605 MiB
0, 2024/04/14 00:08:01.940, 252.26 W, 88, 100 %, 28838 MiB
1, 2024/04/14 00:08:01.940, 289.99 W, 84, 100 %, 35605 MiB
0, 2024/04/14 00:09:01.942, 242.06 W, 88, 65 %, 28840 MiB
1, 2024/04/14 00:09:01.942, 194.83 W, 86, 61 %, 35605 MiB
0, 2024/04/14 00:10:01.943, 248.58 W, 88, 100 %, 33739 MiB
1, 2024/04/14 00:10:01.943, 263.98 W, 84, 100 %, 35605 MiB
0, 2024/04/14 00:11:01.944, 262.25 W, 88, 100 %, 34003 MiB
1, 2024/04/14 00:11:01.944, 268.22 W, 87, 100 %, 35605 MiB
0, 2024/04/14 00:12:01.945, 255.87 W, 88, 100 %, 34448 MiB
1, 2024/04/14 00:12:01.946, 250.80 W, 84, 100 %, 35605 MiB
0, 2024/04/14 00:13:01.947, 196.12 W, 87, 45 %, 34448 MiB
1, 2024/04/14 00:13:01.953, 145.98 W, 86, 65 %, 35605 MiB
0, 2024/04/14 00:14:01.954, 230.87 W, 87, 48 %, 34448 MiB
1, 2024/04/14 00:14:01.962, 188.04 W, 84, 60 %, 35605 MiB
0, 2024/04/14 00:15:03.784, 35.50 W, 67, 0 %, 34448 MiB
1, 2024/04/14 00:15:37.312, 21.16 W, 61, 0 %, 35605 MiB
0, 2024/04/14 00:17:15.778, 31.93 W, 61, 0 %, 34448 MiB
1, 2024/04/14 00:18:33.364, 19.60 W, 53, 0 %, 35605 MiB
0, 2024/04/14 00:21:16.894, 269.73 W, 86, 99 %, 34003 MiB
1, 2024/04/14 00:21:16.894, 243.25 W, 82, 100 %, 35605 MiB
0, 2024/04/14 00:22:16.895, 225.62 W, 89, 48 %, 34005 MiB
1, 2024/04/14 00:22:16.896, 253.22 W, 87, 62 %, 35607 MiB
0, 2024/04/14 00:23:16.896, 167.67 W, 87, 45 %, 34003 MiB
1, 2024/04/14 00:23:16.897, 135.38 W, 86, 14 %, 35605 MiB
0, 2024/04/14 00:24:16.898, 234.88 W, 88, 100 %, 34003 MiB
1, 2024/04/14 00:24:16.906, 233.39 W, 87, 100 %, 35605 MiB
0, 2024/04/14 00:25:16.907, 245.24 W, 88, 68 %, 34005 MiB
1, 2024/04/14 00:25:16.907, 197.07 W, 86, 75 %, 35605 MiB
0, 2024/04/14 00:26:16.907, 240.14 W, 88, 100 %, 34003 MiB
1, 2024/04/14 00:26:16.908, 225.86 W, 85, 100 %, 35605 MiB
0, 2024/04/14 00:27:16.909, 258.79 W, 88, 98 %, 34003 MiB
1, 2024/04/14 00:27:16.909, 259.28 W, 86, 100 %, 35605 MiB
0, 2024/04/14 00:28:16.910, 218.34 W, 86, 100 %, 34003 MiB
1, 2024/04/14 00:28:16.911, 200.70 W, 86, 61 %, 35605 MiB
0, 2024/04/14 00:29:16.919, 230.13 W, 85, 44 %, 34003 MiB
1, 2024/04/14 00:29:16.920, 186.16 W, 81, 16 %, 27768 MiB
0, 2024/04/14 00:30:16.927, 230.58 W, 88, 89 %, 34003 MiB
1, 2024/04/14 00:30:16.927, 212.35 W, 85, 92 %, 27768 MiB
0, 2024/04/14 00:31:16.929, 248.52 W, 87, 93 %, 29102 MiB
1, 2024/04/14 00:31:16.929, 222.84 W, 82, 100 %, 27768 MiB
0, 2024/04/14 00:32:16.930, 225.97 W, 88, 96 %, 29102 MiB
1, 2024/04/14 00:32:16.930, 168.74 W, 83, 100 %, 27768 MiB
0, 2024/04/14 00:33:16.931, 207.11 W, 88, 74 %, 29102 MiB
1, 2024/04/14 00:33:16.931, 177.51 W, 85, 13 %, 27768 MiB
0, 2024/04/14 00:34:16.932, 253.76 W, 88, 100 %, 29102 MiB
1, 2024/04/14 00:34:16.932, 243.78 W, 83, 100 %, 27768 MiB
0, 2024/04/14 00:35:16.933, 244.43 W, 88, 67 %, 29102 MiB
1, 2024/04/14 00:35:16.933, 198.96 W, 82, 13 %, 27768 MiB
0, 2024/04/14 00:36:16.934, 230.76 W, 87, 60 %, 29102 MiB
1, 2024/04/14 00:36:16.935, 174.07 W, 84, 13 %, 27768 MiB
0, 2024/04/14 00:37:16.935, 255.87 W, 88, 100 %, 29102 MiB
1, 2024/04/14 00:37:16.938, 196.42 W, 85, 100 %, 27768 MiB
0, 2024/04/14 00:38:16.939, 267.87 W, 86, 100 %, 29102 MiB
1, 2024/04/14 00:38:16.939, 232.27 W, 84, 100 %, 27768 MiB
0, 2024/04/14 00:39:16.940, 259.89 W, 88, 100 %, 29102 MiB
1, 2024/04/14 00:39:16.941, 220.80 W, 87, 100 %, 27768 MiB
0, 2024/04/14 00:40:16.942, 263.57 W, 88, 100 %, 29102 MiB
1, 2024/04/14 00:40:16.942, 262.67 W, 86, 100 %, 27768 MiB
0, 2024/04/14 00:41:16.950, 199.02 W, 85, 7 %, 25739 MiB
1, 2024/04/14 00:41:16.950, 215.81 W, 84, 15 %, 27768 MiB
0, 2024/04/14 00:42:16.952, 258.44 W, 86, 90 %, 25739 MiB
1, 2024/04/14 00:42:16.952, 267.72 W, 84, 100 %, 27768 MiB
0, 2024/04/14 00:43:16.953, 246.31 W, 86, 98 %, 25739 MiB
1, 2024/04/14 00:43:16.953, 242.22 W, 84, 57 %, 27768 MiB
0, 2024/04/14 00:44:16.954, 198.97 W, 85, 21 %, 25739 MiB
1, 2024/04/14 00:44:16.954, 202.24 W, 83, 12 %, 27768 MiB
0, 2024/04/14 00:45:16.955, 264.05 W, 86, 100 %, 25739 MiB
1, 2024/04/14 00:45:16.955, 261.70 W, 83, 100 %, 27768 MiB
0, 2024/04/14 00:46:16.956, 250.12 W, 86, 100 %, 25739 MiB
1, 2024/04/14 00:46:16.957, 263.51 W, 84, 94 %, 27768 MiB
