gpuid, timestamp, power.draw [W], temperature.gpu, utilization.gpu [%], memory.used [MiB]
0, 2024/08/09 00:00:01.242, 116.58 W, 77, 100 %, 4765 MiB
1, 2024/08/09 00:00:01.243, 18.83 W, 50, 0 %, 3807 MiB
0, 2024/08/09 00:01:01.244, 116.63 W, 77, 100 %, 4765 MiB
1, 2024/08/09 00:01:01.245, 27.16 W, 51, 0 %, 3807 MiB
0, 2024/08/09 00:02:01.247, 116.89 W, 77, 100 %, 4765 MiB
1, 2024/08/09 00:02:01.252, 18.81 W, 50, 0 %, 3807 MiB
0, 2024/08/09 00:03:01.253, 116.54 W, 77, 100 %, 4765 MiB
1, 2024/08/09 00:03:01.254, 18.87 W, 50, 0 %, 3807 MiB
0, 2024/08/09 00:04:01.255, 117.02 W, 78, 100 %, 4765 MiB
1, 2024/08/09 00:04:01.256, 26.77 W, 50, 0 %, 3807 MiB
0, 2024/08/09 00:05:01.258, 116.68 W, 77, 100 %, 4765 MiB
1, 2024/08/09 00:05:01.258, 26.65 W, 50, 0 %, 3807 MiB
0, 2024/08/09 00:06:01.259, 117.73 W, 78, 100 %, 4765 MiB
1, 2024/08/09 00:06:01.260, 19.68 W, 50, 0 %, 3807 MiB
0, 2024/08/09 00:07:01.261, 117.40 W, 78, 100 %, 4765 MiB
1, 2024/08/09 00:07:01.262, 18.64 W, 50, 0 %, 3807 MiB
0, 2024/08/09 00:08:01.263, 117.19 W, 77, 100 %, 4765 MiB
1, 2024/08/09 00:08:01.263, 18.74 W, 50, 0 %, 3807 MiB
0, 2024/08/09 00:09:01.265, 117.43 W, 78, 100 %, 4765 MiB
1, 2024/08/09 00:09:01.265, 20.04 W, 50, 0 %, 3807 MiB
0, 2024/08/09 00:10:01.267, 116.97 W, 77, 100 %, 4765 MiB
1, 2024/08/09 00:10:01.267, 20.52 W, 50, 0 %, 3807 MiB
0, 2024/08/09 00:11:01.269, 117.13 W, 77, 100 %, 4765 MiB
