gpuid, timestamp, power.draw [W], temperature.gpu, utilization.gpu [%], memory.used [MiB]
0, 2023/12/11 00:00:01.313, 194.55 W, 87, 83 %, 47504 MiB
1, 2023/12/11 00:00:01.316, 249.56 W, 85, 39 %, 46964 MiB
0, 2023/12/11 00:01:01.321, 250.70 W, 85, 3 %, 47504 MiB
1, 2023/12/11 00:01:01.321, 224.68 W, 84, 1 %, 46964 MiB
0, 2023/12/11 00:02:01.322, 186.16 W, 87, 21 %, 47504 MiB
1, 2023/12/11 00:02:01.322, 206.50 W, 85, 59 %, 46964 MiB
0, 2023/12/11 00:03:01.323, 233.65 W, 85, 100 %, 47504 MiB
1, 2023/12/11 00:03:01.323, 296.08 W, 86, 100 %, 46964 MiB
0, 2023/12/11 00:04:01.324, 185.40 W, 86, 86 %, 47504 MiB
1, 2023/12/11 00:04:01.324, 186.92 W, 84, 96 %, 46964 MiB
0, 2023/12/11 00:05:01.325, 153.71 W, 87, 0 %, 47504 MiB
1, 2023/12/11 00:05:01.325, 211.05 W, 85, 100 %, 46964 MiB
0, 2023/12/11 00:06:01.326, 194.23 W, 87, 100 %, 47504 MiB
1, 2023/12/11 00:06:01.326, 152.80 W, 82, 0 %, 46964 MiB
0, 2023/12/11 00:07:01.327, 273.67 W, 88, 100 %, 47504 MiB
1, 2023/12/11 00:07:01.327, 239.67 W, 84, 100 %, 46964 MiB
0, 2023/12/11 00:08:01.327, 232.47 W, 87, 100 %, 47504 MiB
1, 2023/12/11 00:08:01.328, 221.49 W, 84, 70 %, 46964 MiB
0, 2023/12/11 00:09:01.328, 272.54 W, 88, 86 %, 47504 MiB
1, 2023/12/11 00:09:01.328, 223.15 W, 85, 100 %, 46964 MiB
0, 2023/12/11 00:10:01.329, 265.01 W, 88, 90 %, 47504 MiB
1, 2023/12/11 00:10:01.329, 273.82 W, 84, 100 %, 46964 MiB
0, 2023/12/11 00:11:01.330, 269.72 W, 85, 100 %, 47504 MiB
1, 2023/12/11 00:11:01.330, 251.50 W, 85, 100 %, 46964 MiB
0, 2023/12/11 00:12:01.331, 134.85 W, 84, 0 %, 47504 MiB
1, 2023/12/11 00:12:01.331, 133.65 W, 82, 0 %, 46964 MiB
0, 2023/12/11 00:13:01.332, 208.53 W, 88, 100 %, 47504 MiB
1, 2023/12/11 00:13:01.333, 266.89 W, 87, 57 %, 46964 MiB
0, 2023/12/11 00:14:01.334, 236.05 W, 88, 100 %, 47504 MiB
1, 2023/12/11 00:14:01.334, 290.08 W, 87, 100 %, 46964 MiB
0, 2023/12/11 00:15:01.335, 249.13 W, 86, 100 %, 47504 MiB
1, 2023/12/11 00:15:01.335, 267.29 W, 85, 90 %, 46964 MiB
0, 2023/12/11 00:16:01.336, 255.85 W, 86, 100 %, 47504 MiB
1, 2023/12/11 00:16:01.336, 268.53 W, 86, 86 %, 46964 MiB
0, 2023/12/11 00:17:01.337, 124.18 W, 84, 0 %, 47504 MiB
1, 2023/12/11 00:17:01.337, 130.33 W, 81, 0 %, 46964 MiB
0, 2023/12/11 00:18:01.338, 268.46 W, 86, 100 %, 47504 MiB
1, 2023/12/11 00:18:01.338, 248.71 W, 83, 100 %, 46964 MiB
0, 2023/12/11 00:19:01.339, 209.32 W, 88, 100 %, 47504 MiB
1, 2023/12/11 00:19:01.339, 249.46 W, 86, 94 %, 46964 MiB
0, 2023/12/11 00:20:01.340, 182.58 W, 87, 33 %, 47504 MiB
1, 2023/12/11 00:20:01.340, 247.25 W, 85, 100 %, 46964 MiB
0, 2023/12/11 00:21:01.341, 256.58 W, 87, 100 %, 47504 MiB
1, 2023/12/11 00:21:01.342, 264.42 W, 85, 94 %, 46964 MiB
0, 2023/12/11 00:22:01.343, 257.68 W, 86, 100 %, 47504 MiB
1, 2023/12/11 00:22:01.343, 279.46 W, 85, 88 %, 46964 MiB
0, 2023/12/11 00:23:01.343, 143.35 W, 87, 51 %, 47504 MiB
1, 2023/12/11 00:23:01.344, 134.90 W, 84, 0 %, 46964 MiB
0, 2023/12/11 00:24:01.344, 250.35 W, 85, 32 %, 47504 MiB
1, 2023/12/11 00:24:01.344, 253.72 W, 86, 89 %, 46964 MiB
0, 2023/12/11 00:25:01.345, 217.62 W, 87, 100 %, 47504 MiB
1, 2023/12/11 00:25:01.345, 191.76 W, 85, 65 %, 46964 MiB
0, 2023/12/11 00:26:01.346, 236.22 W, 86, 100 %, 47504 MiB
1, 2023/12/11 00:26:01.346, 152.07 W, 83, 80 %, 46964 MiB
0, 2023/12/11 00:27:01.347, 253.95 W, 87, 100 %, 47504 MiB
1, 2023/12/11 00:27:01.347, 290.89 W, 84, 100 %, 46964 MiB
0, 2023/12/11 00:28:01.348, 156.19 W, 86, 11 %, 47504 MiB
1, 2023/12/11 00:28:01.348, 164.55 W, 83, 64 %, 46964 MiB
0, 2023/12/11 00:29:01.348, 227.58 W, 85, 19 %, 47504 MiB
1, 2023/12/11 00:29:01.349, 239.19 W, 83, 0 %, 46964 MiB
0, 2023/12/11 00:30:01.350, 229.36 W, 86, 10 %, 47504 MiB
1, 2023/12/11 00:30:01.350, 150.72 W, 83, 0 %, 46964 MiB
0, 2023/12/11 00:31:01.351, 222.54 W, 86, 60 %, 47504 MiB
1, 2023/12/11 00:31:01.351, 267.43 W, 84, 97 %, 46964 MiB
0, 2023/12/11 00:32:01.352, 244.40 W, 87, 100 %, 47504 MiB
1, 2023/12/11 00:32:01.353, 220.75 W, 84, 97 %, 46964 MiB
0, 2023/12/11 00:33:01.353, 267.24 W, 87, 100 %, 47504 MiB
1, 2023/12/11 00:33:01.354, 209.23 W, 85, 95 %, 46964 MiB
0, 2023/12/11 00:34:01.355, 231.11 W, 87, 100 %, 47504 MiB
1, 2023/12/11 00:34:01.355, 190.02 W, 80, 0 %, 46964 MiB
0, 2023/12/11 00:35:01.356, 191.21 W, 88, 49 %, 46339 MiB
1, 2023/12/11 00:35:01.356, 264.00 W, 86, 86 %, 46964 MiB
0, 2023/12/11 00:36:01.357, 247.47 W, 88, 77 %, 46339 MiB
1, 2023/12/11 00:36:01.357, 263.42 W, 87, 66 %, 46964 MiB
0, 2023/12/11 00:37:01.359, 196.14 W, 88, 78 %, 46339 MiB
1, 2023/12/11 00:37:01.359, 272.16 W, 87, 99 %, 46964 MiB
0, 2023/12/11 00:38:01.361, 259.93 W, 88, 100 %, 48152 MiB
1, 2023/12/11 00:38:01.361, 270.20 W, 86, 98 %, 46964 MiB
0, 2023/12/11 00:39:01.362, 257.33 W, 87, 78 %, 48154 MiB
1, 2023/12/11 00:39:01.362, 264.71 W, 86, 98 %, 46964 MiB
0, 2023/12/11 00:40:01.363, 276.30 W, 87, 100 %, 48154 MiB
1, 2023/12/11 00:40:01.364, 274.22 W, 86, 99 %, 46964 MiB
0, 2023/12/11 00:41:01.365, 265.15 W, 88, 100 %, 48154 MiB
1, 2023/12/11 00:41:01.365, 259.99 W, 84, 89 %, 46964 MiB
0, 2023/12/11 00:42:01.366, 270.13 W, 87, 100 %, 48154 MiB
1, 2023/12/11 00:42:01.366, 275.14 W, 85, 100 %, 46964 MiB
0, 2023/12/11 00:43:01.368, 269.29 W, 88, 80 %, 48154 MiB
1, 2023/12/11 00:43:01.368, 251.90 W, 85, 86 %, 46964 MiB
0, 2023/12/11 00:44:01.369, 260.62 W, 87, 100 %, 48154 MiB
1, 2023/12/11 00:44:01.369, 262.66 W, 86, 85 %, 46964 MiB
0, 2023/12/11 00:45:01.370, 260.56 W, 87, 92 %, 48154 MiB
1, 2023/12/11 00:45:01.371, 267.12 W, 85, 98 %, 46964 MiB
0, 2023/12/11 00:46:01.372, 217.46 W, 87, 100 %, 48154 MiB
1, 2023/12/11 00:46:01.372, 270.01 W, 84, 99 %, 46964 MiB
0, 2023/12/11 00:47:01.373, 269.36 W, 87, 100 %, 48154 MiB
1, 2023/12/11 00:47:01.373, 263.93 W, 85, 100 %, 46964 MiB
0, 2023/12/11 00:48:01.374, 124.86 W, 84, 0 %, 48154 MiB
1, 2023/12/11 00:48:01.374, 160.57 W, 83, 0 %, 46964 MiB
0, 2023/12/11 00:49:01.375, 249.90 W, 88, 61 %, 48154 MiB
1, 2023/12/11 00:49:01.375, 199.30 W, 86, 20 %, 46964 MiB
0, 2023/12/11 00:50:01.376, 238.57 W, 87, 100 %, 48162 MiB
1, 2023/12/11 00:50:01.377, 266.28 W, 85, 100 %, 46964 MiB
0, 2023/12/11 00:51:01.378, 258.55 W, 88, 100 %, 48166 MiB
1, 2023/12/11 00:51:01.378, 228.75 W, 86, 100 %, 46964 MiB
