gpuid, timestamp, power.draw [W], temperature.gpu, utilization.gpu [%], memory.used [MiB]
0, 2024/10/06 00:00:01.689, 114.63 W, 86, 8 %, 26454 MiB
1, 2024/10/06 00:00:01.689, 244.19 W, 84, 100 %, 27492 MiB
0, 2024/10/06 00:01:01.691, 185.49 W, 84, 0 %, 26454 MiB
1, 2024/10/06 00:01:01.692, 218.13 W, 86, 100 %, 27492 MiB
0, 2024/10/06 00:02:01.693, 214.23 W, 86, 100 %, 26454 MiB
1, 2024/10/06 00:02:01.694, 209.92 W, 83, 11 %, 27492 MiB
0, 2024/10/06 00:03:01.701, 134.15 W, 84, 0 %, 26454 MiB
1, 2024/10/06 00:03:01.702, 178.34 W, 83, 0 %, 27492 MiB
0, 2024/10/06 00:04:01.704, 239.26 W, 85, 98 %, 26454 MiB
1, 2024/10/06 00:04:01.705, 238.13 W, 86, 78 %, 27492 MiB
0, 2024/10/06 00:05:01.707, 107.01 W, 83, 0 %, 26454 MiB
1, 2024/10/06 00:05:01.708, 195.91 W, 86, 100 %, 27492 MiB
0, 2024/10/06 00:06:01.710, 222.52 W, 86, 51 %, 26454 MiB
1, 2024/10/06 00:06:01.711, 236.40 W, 86, 37 %, 27492 MiB
0, 2024/10/06 00:07:01.713, 107.81 W, 83, 0 %, 26454 MiB
1, 2024/10/06 00:07:01.714, 175.13 W, 85, 48 %, 27492 MiB
0, 2024/10/06 00:08:01.715, 244.33 W, 86, 100 %, 26454 MiB
1, 2024/10/06 00:08:01.716, 166.12 W, 85, 25 %, 27492 MiB
0, 2024/10/06 00:09:01.718, 198.13 W, 84, 0 %, 26454 MiB
1, 2024/10/06 00:09:01.719, 237.85 W, 86, 43 %, 27492 MiB
0, 2024/10/06 00:10:01.721, 213.14 W, 86, 100 %, 26454 MiB
1, 2024/10/06 00:10:01.722, 232.68 W, 86, 100 %, 27492 MiB
0, 2024/10/06 00:11:01.724, 228.07 W, 86, 30 %, 26454 MiB
1, 2024/10/06 00:11:01.725, 250.43 W, 86, 100 %, 27492 MiB
0, 2024/10/06 00:12:01.726, 237.38 W, 85, 94 %, 26454 MiB
1, 2024/10/06 00:12:01.728, 241.68 W, 84, 99 %, 27492 MiB
0, 2024/10/06 00:13:01.729, 130.43 W, 84, 0 %, 26454 MiB
1, 2024/10/06 00:13:01.730, 211.37 W, 83, 0 %, 27492 MiB
0, 2024/10/06 00:14:01.731, 128.35 W, 84, 0 %, 26454 MiB
1, 2024/10/06 00:14:01.732, 234.01 W, 84, 98 %, 27492 MiB
0, 2024/10/06 00:15:01.733, 129.18 W, 85, 100 %, 26454 MiB
1, 2024/10/06 00:15:01.733, 247.09 W, 86, 100 %, 27492 MiB
0, 2024/10/06 00:16:01.735, 238.65 W, 84, 97 %, 26454 MiB
1, 2024/10/06 00:16:01.736, 231.04 W, 83, 96 %, 27492 MiB
0, 2024/10/06 00:17:01.737, 229.48 W, 84, 100 %, 26454 MiB
1, 2024/10/06 00:17:01.738, 153.90 W, 85, 17 %, 27492 MiB
0, 2024/10/06 00:18:01.739, 230.99 W, 87, 32 %, 26454 MiB
1, 2024/10/06 00:18:01.740, 241.22 W, 84, 98 %, 27492 MiB
0, 2024/10/06 00:19:01.742, 227.18 W, 87, 24 %, 26454 MiB
1, 2024/10/06 00:19:01.750, 189.22 W, 86, 94 %, 27492 MiB
0, 2024/10/06 00:20:01.752, 149.77 W, 84, 0 %, 26454 MiB
1, 2024/10/06 00:20:01.774, 234.92 W, 86, 77 %, 27492 MiB
0, 2024/10/06 00:21:01.776, 133.50 W, 84, 0 %, 26454 MiB
1, 2024/10/06 00:21:01.777, 235.55 W, 86, 78 %, 27492 MiB
0, 2024/10/06 00:22:01.778, 107.89 W, 83, 0 %, 26454 MiB
1, 2024/10/06 00:22:01.779, 211.30 W, 85, 98 %, 27492 MiB
0, 2024/10/06 00:23:01.780, 108.98 W, 84, 0 %, 26454 MiB
1, 2024/10/06 00:23:01.780, 239.15 W, 84, 100 %, 27492 MiB
0, 2024/10/06 00:24:01.782, 218.16 W, 84, 25 %, 26454 MiB
