gpuid, timestamp, power.draw [W], temperature.gpu, utilization.gpu [%], memory.used [MiB]
0, 2024/08/26 00:00:01.120, 25.57 W, 48, 0 %, 7315 MiB
1, 2024/08/26 00:00:01.125, 24.80 W, 46, 0 %, 35 MiB
0, 2024/08/26 00:01:01.138, 25.62 W, 48, 0 %, 7315 MiB
1, 2024/08/26 00:01:01.145, 24.63 W, 46, 0 %, 35 MiB
0, 2024/08/26 00:02:01.159, 25.52 W, 48, 0 %, 7315 MiB
1, 2024/08/26 00:02:01.162, 24.73 W, 46, 0 %, 35 MiB
0, 2024/08/26 00:03:01.165, 25.53 W, 48, 0 %, 7315 MiB
1, 2024/08/26 00:03:01.178, 24.73 W, 46, 0 %, 35 MiB
0, 2024/08/26 00:04:01.183, 25.62 W, 48, 0 %, 7315 MiB
1, 2024/08/26 00:04:01.212, 24.73 W, 46, 0 %, 35 MiB
0, 2024/08/26 00:05:01.216, 25.62 W, 48, 0 %, 7315 MiB
1, 2024/08/26 00:05:01.230, 24.73 W, 46, 0 %, 35 MiB
0, 2024/08/26 00:06:01.234, 25.62 W, 48, 0 %, 7315 MiB
1, 2024/08/26 00:06:01.256, 24.83 W, 46, 0 %, 35 MiB
0, 2024/08/26 00:07:01.280, 25.62 W, 48, 0 %, 7315 MiB
1, 2024/08/26 00:07:01.305, 24.73 W, 46, 0 %, 35 MiB
0, 2024/08/26 00:08:01.309, 25.62 W, 48, 0 %, 7315 MiB
1, 2024/08/26 00:08:01.326, 24.83 W, 46, 0 %, 35 MiB
0, 2024/08/26 00:09:01.331, 25.53 W, 48, 0 %, 7315 MiB
1, 2024/08/26 00:09:01.334, 24.73 W, 46, 0 %, 35 MiB
0, 2024/08/26 00:10:01.337, 25.52 W, 48, 0 %, 7315 MiB
1, 2024/08/26 00:10:01.356, 24.73 W, 46, 0 %, 35 MiB
0, 2024/08/26 00:11:01.360, 25.62 W, 48, 0 %, 7315 MiB
1, 2024/08/26 00:11:01.363, 24.83 W, 46, 0 %, 35 MiB
0, 2024/08/26 00:12:01.372, 25.62 W, 48, 0 %, 7315 MiB
1, 2024/08/26 00:12:01.377, 24.73 W, 46, 0 %, 35 MiB
0, 2024/08/26 00:13:01.401, 25.43 W, 48, 0 %, 7315 MiB
1, 2024/08/26 00:13:01.407, 24.73 W, 46, 0 %, 35 MiB
0, 2024/08/26 00:14:01.424, 25.62 W, 48, 0 %, 7315 MiB
1, 2024/08/26 00:14:01.428, 24.73 W, 46, 0 %, 35 MiB
0, 2024/08/26 00:15:01.452, 25.43 W, 48, 0 %, 7315 MiB
1, 2024/08/26 00:15:01.456, 24.63 W, 46, 0 %, 35 MiB
0, 2024/08/26 00:16:01.472, 25.42 W, 48, 0 %, 7315 MiB
1, 2024/08/26 00:16:01.488, 24.73 W, 46, 0 %, 35 MiB
0, 2024/08/26 00:17:01.493, 25.62 W, 48, 0 %, 7315 MiB
1, 2024/08/26 00:17:01.497, 24.73 W, 46, 0 %, 35 MiB
0, 2024/08/26 00:18:01.502, 25.53 W, 48, 0 %, 7315 MiB
1, 2024/08/26 00:18:01.508, 24.83 W, 46, 0 %, 35 MiB
0, 2024/08/26 00:19:01.531, 25.62 W, 48, 0 %, 7315 MiB
1, 2024/08/26 00:19:01.543, 24.73 W, 46, 0 %, 35 MiB
0, 2024/08/26 00:20:01.548, 25.52 W, 48, 0 %, 7315 MiB
1, 2024/08/26 00:20:01.563, 24.63 W, 46, 0 %, 35 MiB
0, 2024/08/26 00:21:01.576, 25.52 W, 48, 0 %, 7315 MiB
1, 2024/08/26 00:21:01.580, 24.73 W, 46, 0 %, 35 MiB
0, 2024/08/26 00:22:01.586, 25.62 W, 48, 0 %, 7315 MiB
1, 2024/08/26 00:22:01.610, 24.83 W, 46, 0 %, 35 MiB
0, 2024/08/26 00:23:01.616, 25.52 W, 48, 0 %, 7315 MiB
1, 2024/08/26 00:23:01.639, 24.83 W, 46, 0 %, 35 MiB
0, 2024/08/26 00:24:01.644, 25.62 W, 48, 0 %, 7315 MiB
1, 2024/08/26 00:24:01.668, 24.63 W, 46, 0 %, 35 MiB
0, 2024/08/26 00:25:01.674, 25.52 W, 48, 0 %, 7315 MiB
1, 2024/08/26 00:25:01.677, 24.73 W, 46, 0 %, 35 MiB
0, 2024/08/26 00:26:01.681, 25.52 W, 48, 0 %, 7315 MiB
