gpuid, timestamp, power.draw [W], temperature.gpu, utilization.gpu [%], memory.used [MiB]
0, 2024/04/06 00:00:01.660, 227.35 W, 87, 100 %, 45881 MiB
1, 2024/04/06 00:00:01.663, 191.24 W, 82, 100 %, 34066 MiB
0, 2024/04/06 00:01:01.666, 240.92 W, 87, 100 %, 45881 MiB
1, 2024/04/06 00:01:01.666, 170.22 W, 82, 100 %, 34066 MiB
0, 2024/04/06 00:02:01.667, 239.48 W, 87, 100 %, 45881 MiB
1, 2024/04/06 00:02:01.668, 193.88 W, 83, 100 %, 34066 MiB
0, 2024/04/06 00:03:01.668, 263.55 W, 87, 100 %, 45881 MiB
1, 2024/04/06 00:03:01.668, 185.61 W, 83, 100 %, 34066 MiB
0, 2024/04/06 00:04:01.669, 247.63 W, 87, 100 %, 45881 MiB
1, 2024/04/06 00:04:01.677, 207.83 W, 83, 100 %, 34066 MiB
0, 2024/04/06 00:05:01.678, 239.05 W, 88, 98 %, 45881 MiB
1, 2024/04/06 00:05:01.678, 204.94 W, 84, 98 %, 34066 MiB
0, 2024/04/06 00:06:01.680, 206.42 W, 87, 100 %, 45881 MiB
1, 2024/04/06 00:06:01.682, 154.55 W, 83, 100 %, 34066 MiB
0, 2024/04/06 00:07:01.683, 233.16 W, 87, 100 %, 45881 MiB
1, 2024/04/06 00:07:01.684, 186.19 W, 83, 100 %, 34066 MiB
0, 2024/04/06 00:08:01.685, 250.66 W, 86, 100 %, 45881 MiB
1, 2024/04/06 00:08:01.685, 192.15 W, 82, 100 %, 34066 MiB
0, 2024/04/06 00:09:01.685, 239.42 W, 88, 100 %, 45881 MiB
1, 2024/04/06 00:09:01.686, 206.65 W, 83, 100 %, 34066 MiB
0, 2024/04/06 00:10:01.686, 227.50 W, 88, 100 %, 45881 MiB
1, 2024/04/06 00:10:01.690, 160.38 W, 84, 100 %, 34066 MiB
0, 2024/04/06 00:11:01.691, 218.46 W, 88, 97 %, 45881 MiB
1, 2024/04/06 00:11:01.691, 159.29 W, 83, 100 %, 34066 MiB
0, 2024/04/06 00:12:01.692, 233.51 W, 88, 100 %, 45881 MiB
1, 2024/04/06 00:12:01.693, 205.53 W, 84, 96 %, 34066 MiB
0, 2024/04/06 00:13:01.694, 235.27 W, 86, 100 %, 45881 MiB
1, 2024/04/06 00:13:01.699, 188.54 W, 83, 100 %, 34066 MiB
0, 2024/04/06 00:14:01.700, 223.62 W, 87, 100 %, 45881 MiB
1, 2024/04/06 00:14:01.700, 158.89 W, 83, 100 %, 34066 MiB
0, 2024/04/06 00:15:01.702, 246.68 W, 88, 100 %, 45881 MiB
1, 2024/04/06 00:15:01.702, 227.05 W, 84, 91 %, 34066 MiB
0, 2024/04/06 00:16:01.703, 248.01 W, 88, 99 %, 45881 MiB
1, 2024/04/06 00:16:01.703, 197.42 W, 84, 99 %, 34066 MiB
0, 2024/04/06 00:17:01.704, 221.10 W, 87, 100 %, 45881 MiB
1, 2024/04/06 00:17:01.704, 165.71 W, 83, 100 %, 34066 MiB
0, 2024/04/06 00:18:01.705, 247.43 W, 87, 100 %, 45881 MiB
1, 2024/04/06 00:18:01.711, 231.01 W, 86, 100 %, 34066 MiB
0, 2024/04/06 00:19:01.712, 240.10 W, 87, 100 %, 45881 MiB
1, 2024/04/06 00:19:01.713, 199.13 W, 86, 100 %, 34066 MiB
0, 2024/04/06 00:20:01.714, 222.14 W, 87, 100 %, 45881 MiB
1, 2024/04/06 00:20:01.715, 152.57 W, 82, 100 %, 34066 MiB
0, 2024/04/06 00:21:01.716, 247.78 W, 86, 99 %, 45881 MiB
1, 2024/04/06 00:21:01.716, 235.66 W, 83, 97 %, 34066 MiB
