gpuid, timestamp, power.draw [W], temperature.gpu, utilization.gpu [%], memory.used [MiB]
0, 2024/05/25 00:00:01.992, 21.93 W, 31, 0 %, 5 MiB
1, 2024/05/25 00:00:01.993, 1.12 W, 36, 0 %, 21 MiB
0, 2024/05/25 00:01:01.995, 21.84 W, 31, 0 %, 5 MiB
1, 2024/05/25 00:01:01.996, 1.12 W, 36, 0 %, 21 MiB
0, 2024/05/25 00:02:01.998, 21.84 W, 31, 0 %, 5 MiB
1, 2024/05/25 00:02:01.999, 1.12 W, 37, 0 %, 21 MiB
0, 2024/05/25 00:03:02.001, 21.75 W, 31, 0 %, 5 MiB
1, 2024/05/25 00:03:02.002, 1.12 W, 36, 0 %, 21 MiB
0, 2024/05/25 00:04:02.004, 21.84 W, 31, 0 %, 5 MiB
1, 2024/05/25 00:04:02.005, 1.12 W, 36, 0 %, 21 MiB
0, 2024/05/25 00:05:02.007, 21.75 W, 31, 0 %, 5 MiB
1, 2024/05/25 00:05:02.008, 1.12 W, 36, 0 %, 21 MiB
0, 2024/05/25 00:06:02.010, 21.84 W, 31, 0 %, 5 MiB
1, 2024/05/25 00:06:02.011, 1.12 W, 36, 0 %, 21 MiB
0, 2024/05/25 00:07:02.013, 22.04 W, 31, 0 %, 5 MiB
1, 2024/05/25 00:07:02.014, 1.13 W, 36, 0 %, 21 MiB
0, 2024/05/25 00:08:02.016, 21.84 W, 31, 0 %, 5 MiB
1, 2024/05/25 00:08:02.017, 1.13 W, 37, 0 %, 21 MiB
0, 2024/05/25 00:09:02.019, 21.94 W, 31, 0 %, 5 MiB
1, 2024/05/25 00:09:02.020, 1.13 W, 36, 0 %, 21 MiB
0, 2024/05/25 00:10:02.022, 22.04 W, 31, 0 %, 5 MiB
1, 2024/05/25 00:10:02.023, 1.12 W, 36, 0 %, 21 MiB
0, 2024/05/25 00:11:02.025, 22.23 W, 31, 0 %, 5 MiB
1, 2024/05/25 00:11:02.026, 1.13 W, 36, 0 %, 21 MiB
0, 2024/05/25 00:12:02.027, 21.84 W, 31, 0 %, 5 MiB
1, 2024/05/25 00:12:02.029, 1.13 W, 37, 0 %, 21 MiB
0, 2024/05/25 00:13:02.030, 21.84 W, 31, 0 %, 5 MiB
1, 2024/05/25 00:13:02.032, 1.13 W, 37, 0 %, 21 MiB
0, 2024/05/25 00:14:02.033, 21.75 W, 31, 0 %, 5 MiB
1, 2024/05/25 00:14:02.035, 1.13 W, 37, 0 %, 21 MiB
0, 2024/05/25 00:15:02.036, 21.94 W, 31, 0 %, 5 MiB
1, 2024/05/25 00:15:02.037, 1.13 W, 36, 0 %, 21 MiB
0, 2024/05/25 00:16:02.039, 21.84 W, 31, 0 %, 5 MiB
1, 2024/05/25 00:16:02.040, 1.13 W, 36, 0 %, 21 MiB
0, 2024/05/25 00:17:02.042, 21.94 W, 31, 0 %, 5 MiB
1, 2024/05/25 00:17:02.043, 1.13 W, 36, 0 %, 21 MiB
0, 2024/05/25 00:18:02.045, 21.84 W, 31, 0 %, 5 MiB
1, 2024/05/25 00:18:02.046, 1.12 W, 36, 0 %, 21 MiB
0, 2024/05/25 00:19:02.048, 21.94 W, 31, 0 %, 5 MiB
1, 2024/05/25 00:19:02.049, 1.13 W, 37, 0 %, 21 MiB
0, 2024/05/25 00:20:02.050, 21.94 W, 31, 0 %, 5 MiB
1, 2024/05/25 00:20:02.052, 1.13 W, 36, 0 %, 21 MiB
0, 2024/05/25 00:21:02.053, 21.84 W, 31, 0 %, 5 MiB
1, 2024/05/25 00:21:02.055, 1.13 W, 37, 0 %, 21 MiB
0, 2024/05/25 00:22:02.056, 21.94 W, 31, 0 %, 5 MiB
1, 2024/05/25 00:22:02.057, 1.13 W, 36, 0 %, 21 MiB
0, 2024/05/25 00:23:02.059, 21.94 W, 31, 0 %, 5 MiB
1, 2024/05/25 00:23:02.060, 1.13 W, 37, 0 %, 21 MiB
0, 2024/05/25 00:24:02.061, 21.84 W, 31, 0 %, 5 MiB
1, 2024/05/25 00:24:02.063, 1.13 W, 37, 0 %, 21 MiB
0, 2024/05/25 00:25:02.064, 22.04 W, 31, 0 %, 5 MiB
1, 2024/05/25 00:25:02.066, 1.13 W, 37, 0 %, 21 MiB
0, 2024/05/25 00:26:02.067, 21.84 W, 31, 0 %, 5 MiB
1, 2024/05/25 00:26:02.068, 1.13 W, 36, 0 %, 21 MiB
0, 2024/05/25 00:27:02.070, 21.84 W, 31, 0 %, 5 MiB
1, 2024/05/25 00:27:02.074, 1.13 W, 37, 0 %, 21 MiB
0, 2024/05/25 00:28:02.075, 21.84 W, 31, 0 %, 5 MiB
1, 2024/05/25 00:28:02.077, 1.13 W, 37, 0 %, 21 MiB
0, 2024/05/25 00:29:02.078, 21.94 W, 31, 0 %, 5 MiB
1, 2024/05/25 00:29:02.079, 1.13 W, 36, 0 %, 21 MiB
0, 2024/05/25 00:30:02.081, 21.84 W, 31, 0 %, 5 MiB
1, 2024/05/25 00:30:02.082, 1.13 W, 37, 0 %, 21 MiB
0, 2024/05/25 00:31:02.084, 21.94 W, 31, 0 %, 5 MiB
1, 2024/05/25 00:31:02.085, 1.14 W, 37, 0 %, 21 MiB
0, 2024/05/25 00:32:02.087, 21.94 W, 32, 0 %, 5 MiB
1, 2024/05/25 00:32:02.088, 1.14 W, 37, 0 %, 21 MiB
0, 2024/05/25 00:33:02.090, 21.84 W, 32, 0 %, 5 MiB
1, 2024/05/25 00:33:02.091, 1.14 W, 37, 0 %, 21 MiB
0, 2024/05/25 00:34:02.093, 22.04 W, 32, 0 %, 5 MiB
1, 2024/05/25 00:34:02.094, 1.14 W, 37, 0 %, 21 MiB
0, 2024/05/25 00:35:02.096, 22.04 W, 32, 0 %, 5 MiB
1, 2024/05/25 00:35:02.100, 1.14 W, 37, 0 %, 21 MiB
0, 2024/05/25 00:36:02.101, 21.94 W, 32, 0 %, 5 MiB
1, 2024/05/25 00:36:02.102, 1.15 W, 37, 0 %, 21 MiB
0, 2024/05/25 00:37:02.104, 21.84 W, 32, 0 %, 5 MiB
1, 2024/05/25 00:37:02.105, 1.15 W, 37, 0 %, 21 MiB
0, 2024/05/25 00:38:02.107, 21.84 W, 32, 0 %, 5 MiB
1, 2024/05/25 00:38:02.108, 1.14 W, 37, 0 %, 21 MiB
0, 2024/05/25 00:39:02.110, 22.13 W, 32, 0 %, 5 MiB
1, 2024/05/25 00:39:02.111, 1.15 W, 37, 0 %, 21 MiB
0, 2024/05/25 00:40:02.113, 22.04 W, 31, 0 %, 5 MiB
1, 2024/05/25 00:40:02.114, 1.14 W, 37, 0 %, 21 MiB
0, 2024/05/25 00:41:02.116, 21.94 W, 32, 0 %, 5 MiB
1, 2024/05/25 00:41:02.117, 1.14 W, 37, 0 %, 21 MiB
0, 2024/05/25 00:42:02.118, 22.13 W, 32, 0 %, 5 MiB
1, 2024/05/25 00:42:02.120, 1.14 W, 37, 0 %, 21 MiB
0, 2024/05/25 00:43:02.121, 21.84 W, 31, 0 %, 5 MiB
1, 2024/05/25 00:43:02.123, 1.14 W, 37, 0 %, 21 MiB
0, 2024/05/25 00:44:02.124, 21.84 W, 32, 0 %, 5 MiB
1, 2024/05/25 00:44:02.126, 1.14 W, 37, 0 %, 21 MiB
0, 2024/05/25 00:45:02.127, 21.84 W, 31, 0 %, 5 MiB
1, 2024/05/25 00:45:02.129, 1.13 W, 37, 0 %, 21 MiB
0, 2024/05/25 00:46:02.130, 21.84 W, 31, 0 %, 5 MiB
1, 2024/05/25 00:46:02.131, 1.13 W, 37, 0 %, 21 MiB
0, 2024/05/25 00:47:02.133, 21.84 W, 31, 0 %, 5 MiB
1, 2024/05/25 00:47:02.134, 1.13 W, 37, 0 %, 21 MiB
0, 2024/05/25 00:48:02.136, 21.84 W, 31, 0 %, 5 MiB
1, 2024/05/25 00:48:02.137, 1.13 W, 37, 0 %, 21 MiB
0, 2024/05/25 00:49:02.139, 21.94 W, 31, 0 %, 5 MiB
1, 2024/05/25 00:49:02.140, 1.13 W, 37, 0 %, 21 MiB
0, 2024/05/25 00:50:02.142, 21.84 W, 31, 0 %, 5 MiB
1, 2024/05/25 00:50:02.146, 1.13 W, 36, 0 %, 21 MiB
