gpuid, timestamp, power.draw [W], temperature.gpu, utilization.gpu [%], memory.used [MiB]
0, 2024/01/22 00:00:01.483, 16.62 W, 50, 0 %, 12 MiB
1, 2024/01/22 00:00:01.483, 19.85 W, 43, 0 %, 25 MiB
0, 2024/01/22 00:01:01.485, 16.23 W, 49, 0 %, 12 MiB
1, 2024/01/22 00:01:01.485, 19.85 W, 43, 0 %, 25 MiB
0, 2024/01/22 00:02:01.486, 16.36 W, 49, 0 %, 12 MiB
1, 2024/01/22 00:02:01.486, 22.41 W, 43, 0 %, 25 MiB
0, 2024/01/22 00:03:01.487, 24.83 W, 50, 0 %, 12 MiB
1, 2024/01/22 00:03:01.487, 20.93 W, 43, 0 %, 25 MiB
0, 2024/01/22 00:04:01.488, 16.58 W, 49, 0 %, 12 MiB
1, 2024/01/22 00:04:01.488, 19.75 W, 43, 0 %, 25 MiB
0, 2024/01/22 00:05:01.489, 16.34 W, 49, 0 %, 12 MiB
1, 2024/01/22 00:05:01.490, 19.90 W, 43, 0 %, 25 MiB
0, 2024/01/22 00:06:01.491, 16.62 W, 50, 1 %, 12 MiB
1, 2024/01/22 00:06:01.491, 20.89 W, 43, 0 %, 25 MiB
0, 2024/01/22 00:07:01.492, 17.56 W, 49, 0 %, 12 MiB
1, 2024/01/22 00:07:01.492, 20.18 W, 43, 0 %, 25 MiB
0, 2024/01/22 00:08:01.493, 16.29 W, 49, 0 %, 12 MiB
1, 2024/01/22 00:08:01.493, 19.69 W, 43, 0 %, 25 MiB
0, 2024/01/22 00:09:01.495, 16.32 W, 49, 0 %, 12 MiB
1, 2024/01/22 00:09:01.495, 19.76 W, 43, 0 %, 25 MiB
0, 2024/01/22 00:10:01.497, 17.39 W, 49, 0 %, 12 MiB
1, 2024/01/22 00:10:01.497, 20.63 W, 43, 0 %, 25 MiB
0, 2024/01/22 00:11:01.498, 16.15 W, 49, 0 %, 12 MiB
1, 2024/01/22 00:11:01.498, 19.60 W, 43, 0 %, 25 MiB
0, 2024/01/22 00:12:01.499, 16.38 W, 49, 0 %, 12 MiB
1, 2024/01/22 00:12:01.500, 20.18 W, 43, 0 %, 25 MiB
0, 2024/01/22 00:13:01.501, 18.02 W, 50, 1 %, 12 MiB
1, 2024/01/22 00:13:01.501, 26.11 W, 43, 0 %, 25 MiB
0, 2024/01/22 00:14:01.502, 17.54 W, 49, 0 %, 12 MiB
1, 2024/01/22 00:14:01.502, 25.71 W, 43, 0 %, 25 MiB
0, 2024/01/22 00:15:01.503, 16.28 W, 49, 0 %, 12 MiB
1, 2024/01/22 00:15:01.503, 19.99 W, 43, 0 %, 25 MiB
0, 2024/01/22 00:16:01.504, 16.38 W, 49, 0 %, 12 MiB
1, 2024/01/22 00:16:01.504, 20.16 W, 43, 0 %, 25 MiB
0, 2024/01/22 00:17:01.505, 19.16 W, 50, 0 %, 12 MiB
1, 2024/01/22 00:17:01.505, 22.49 W, 43, 0 %, 25 MiB
0, 2024/01/22 00:18:01.505, 16.33 W, 49, 0 %, 12 MiB
1, 2024/01/22 00:18:01.506, 20.95 W, 43, 0 %, 25 MiB
0, 2024/01/22 00:19:01.506, 16.39 W, 49, 0 %, 12 MiB
1, 2024/01/22 00:19:01.507, 20.01 W, 43, 0 %, 25 MiB
0, 2024/01/22 00:20:01.507, 18.55 W, 50, 0 %, 12 MiB
1, 2024/01/22 00:20:01.508, 19.98 W, 43, 0 %, 25 MiB
0, 2024/01/22 00:21:01.508, 16.43 W, 49, 0 %, 12 MiB
1, 2024/01/22 00:21:01.508, 26.12 W, 43, 0 %, 25 MiB
0, 2024/01/22 00:22:01.509, 16.40 W, 49, 0 %, 12 MiB
1, 2024/01/22 00:22:01.509, 19.86 W, 43, 0 %, 25 MiB
0, 2024/01/22 00:23:01.511, 17.07 W, 50, 0 %, 12 MiB
1, 2024/01/22 00:23:01.511, 19.88 W, 43, 0 %, 25 MiB
0, 2024/01/22 00:24:01.512, 24.86 W, 50, 0 %, 12 MiB
1, 2024/01/22 00:24:01.512, 20.13 W, 43, 0 %, 25 MiB
0, 2024/01/22 00:25:01.513, 16.33 W, 49, 0 %, 12 MiB
1, 2024/01/22 00:25:01.513, 26.12 W, 43, 0 %, 25 MiB
0, 2024/01/22 00:26:01.514, 16.32 W, 49, 0 %, 12 MiB
1, 2024/01/22 00:26:01.514, 20.75 W, 43, 0 %, 25 MiB
0, 2024/01/22 00:27:01.515, 24.36 W, 50, 0 %, 12 MiB
1, 2024/01/22 00:27:01.515, 20.18 W, 43, 0 %, 25 MiB
0, 2024/01/22 00:28:01.516, 16.69 W, 49, 0 %, 12 MiB
1, 2024/01/22 00:28:01.516, 20.44 W, 43, 0 %, 25 MiB
0, 2024/01/22 00:29:01.517, 16.28 W, 49, 0 %, 12 MiB
1, 2024/01/22 00:29:01.518, 26.05 W, 43, 0 %, 25 MiB
0, 2024/01/22 00:30:01.518, 16.30 W, 49, 0 %, 12 MiB
1, 2024/01/22 00:30:01.518, 21.09 W, 43, 0 %, 25 MiB
0, 2024/01/22 00:31:01.519, 24.65 W, 50, 0 %, 12 MiB
1, 2024/01/22 00:31:01.519, 19.96 W, 43, 0 %, 25 MiB
0, 2024/01/22 00:32:01.521, 16.69 W, 49, 0 %, 12 MiB
1, 2024/01/22 00:32:01.521, 19.77 W, 43, 0 %, 25 MiB
0, 2024/01/22 00:33:01.533, 16.52 W, 49, 0 %, 12 MiB
1, 2024/01/22 00:33:01.535, 25.96 W, 43, 0 %, 25 MiB
0, 2024/01/22 00:34:01.535, 16.33 W, 49, 0 %, 12 MiB
1, 2024/01/22 00:34:01.535, 19.64 W, 43, 0 %, 25 MiB
0, 2024/01/22 00:35:01.537, 18.19 W, 50, 0 %, 12 MiB
