gpuid, timestamp, power.draw [W], temperature.gpu, utilization.gpu [%], memory.used [MiB]
0, 2023/12/31 00:00:01.750, 268.49 W, 88, 100 %, 36077 MiB
1, 2023/12/31 00:00:01.752, 153.17 W, 82, 15 %, 45608 MiB
0, 2023/12/31 00:01:01.755, 235.29 W, 86, 100 %, 36077 MiB
1, 2023/12/31 00:01:01.755, 236.96 W, 84, 76 %, 45608 MiB
0, 2023/12/31 00:02:01.756, 265.00 W, 88, 99 %, 36077 MiB
1, 2023/12/31 00:02:01.756, 127.17 W, 82, 4 %, 45608 MiB
0, 2023/12/31 00:03:01.757, 263.04 W, 88, 88 %, 36077 MiB
1, 2023/12/31 00:03:01.757, 274.16 W, 85, 100 %, 45608 MiB
0, 2023/12/31 00:04:01.758, 265.80 W, 88, 100 %, 36077 MiB
1, 2023/12/31 00:04:01.758, 257.58 W, 86, 72 %, 45608 MiB
0, 2023/12/31 00:05:01.759, 273.04 W, 88, 100 %, 36077 MiB
1, 2023/12/31 00:05:01.760, 253.29 W, 86, 100 %, 45608 MiB
0, 2023/12/31 00:06:01.761, 261.05 W, 88, 100 %, 36077 MiB
1, 2023/12/31 00:06:01.761, 191.30 W, 83, 12 %, 45608 MiB
0, 2023/12/31 00:07:01.762, 277.28 W, 87, 82 %, 36077 MiB
1, 2023/12/31 00:07:01.762, 268.35 W, 86, 100 %, 45608 MiB
0, 2023/12/31 00:08:01.763, 256.14 W, 88, 100 %, 36077 MiB
1, 2023/12/31 00:08:01.763, 260.54 W, 85, 66 %, 45608 MiB
0, 2023/12/31 00:09:01.763, 270.64 W, 88, 100 %, 36077 MiB
1, 2023/12/31 00:09:01.764, 199.85 W, 85, 83 %, 45608 MiB
0, 2023/12/31 00:10:01.765, 265.37 W, 89, 100 %, 36077 MiB
1, 2023/12/31 00:10:01.765, 245.89 W, 84, 50 %, 45608 MiB
0, 2023/12/31 00:11:01.766, 265.45 W, 88, 100 %, 36077 MiB
1, 2023/12/31 00:11:01.766, 215.24 W, 83, 37 %, 45608 MiB
0, 2023/12/31 00:12:01.767, 271.29 W, 88, 100 %, 36077 MiB
1, 2023/12/31 00:12:01.767, 191.31 W, 84, 86 %, 45608 MiB
0, 2023/12/31 00:13:01.768, 259.10 W, 88, 100 %, 36077 MiB
1, 2023/12/31 00:13:01.768, 188.39 W, 84, 0 %, 45608 MiB
0, 2023/12/31 00:14:01.769, 225.20 W, 88, 100 %, 36077 MiB
1, 2023/12/31 00:14:01.769, 259.21 W, 85, 100 %, 45608 MiB
0, 2023/12/31 00:15:01.770, 261.92 W, 88, 100 %, 36077 MiB
1, 2023/12/31 00:15:01.770, 240.75 W, 86, 49 %, 45608 MiB
0, 2023/12/31 00:16:01.771, 266.21 W, 88, 90 %, 36077 MiB
1, 2023/12/31 00:16:01.771, 196.35 W, 85, 41 %, 45608 MiB
0, 2023/12/31 00:17:01.772, 260.99 W, 88, 79 %, 36077 MiB
1, 2023/12/31 00:17:01.779, 269.88 W, 84, 100 %, 45608 MiB
0, 2023/12/31 00:18:01.780, 252.64 W, 88, 100 %, 36077 MiB
1, 2023/12/31 00:18:01.781, 221.49 W, 85, 42 %, 45608 MiB
0, 2023/12/31 00:19:01.781, 259.52 W, 88, 99 %, 36077 MiB
1, 2023/12/31 00:19:01.781, 198.50 W, 83, 5 %, 45608 MiB
0, 2023/12/31 00:20:01.782, 258.66 W, 87, 100 %, 36077 MiB
1, 2023/12/31 00:20:01.782, 264.30 W, 86, 100 %, 45608 MiB
0, 2023/12/31 00:21:01.783, 191.49 W, 88, 99 %, 36077 MiB
1, 2023/12/31 00:21:01.783, 222.04 W, 86, 100 %, 45608 MiB
0, 2023/12/31 00:22:01.784, 225.92 W, 83, 100 %, 36077 MiB
1, 2023/12/31 00:22:01.791, 156.54 W, 83, 0 %, 45608 MiB
0, 2023/12/31 00:23:01.793, 246.75 W, 82, 100 %, 36077 MiB
1, 2023/12/31 00:23:01.793, 267.38 W, 86, 99 %, 45608 MiB
0, 2023/12/31 00:24:01.794, 173.98 W, 85, 100 %, 36077 MiB
1, 2023/12/31 00:24:01.794, 258.76 W, 86, 83 %, 45608 MiB
0, 2023/12/31 00:25:01.795, 161.95 W, 86, 97 %, 36077 MiB
1, 2023/12/31 00:25:01.795, 218.55 W, 86, 100 %, 45608 MiB
0, 2023/12/31 00:26:01.796, 268.64 W, 87, 100 %, 36077 MiB
1, 2023/12/31 00:26:01.796, 220.29 W, 83, 15 %, 45608 MiB
0, 2023/12/31 00:27:01.797, 133.32 W, 87, 19 %, 36077 MiB
1, 2023/12/31 00:27:01.797, 261.87 W, 84, 100 %, 45608 MiB
0, 2023/12/31 00:28:01.798, 133.90 W, 84, 0 %, 36077 MiB
1, 2023/12/31 00:28:01.798, 219.51 W, 86, 37 %, 45608 MiB
0, 2023/12/31 00:29:01.799, 246.65 W, 87, 100 %, 36077 MiB
1, 2023/12/31 00:29:01.800, 246.93 W, 83, 100 %, 45608 MiB
0, 2023/12/31 00:30:01.800, 119.90 W, 86, 30 %, 36077 MiB
1, 2023/12/31 00:30:01.801, 238.68 W, 83, 100 %, 45608 MiB
0, 2023/12/31 00:31:01.802, 228.43 W, 85, 0 %, 36077 MiB
1, 2023/12/31 00:31:01.803, 213.30 W, 86, 100 %, 45608 MiB
0, 2023/12/31 00:32:01.804, 198.82 W, 85, 0 %, 36077 MiB
1, 2023/12/31 00:32:01.805, 197.58 W, 86, 93 %, 45608 MiB
0, 2023/12/31 00:33:01.806, 274.13 W, 87, 99 %, 36077 MiB
1, 2023/12/31 00:33:01.806, 235.12 W, 86, 77 %, 45608 MiB
0, 2023/12/31 00:34:01.807, 221.83 W, 87, 0 %, 36077 MiB
1, 2023/12/31 00:34:01.807, 285.97 W, 86, 100 %, 45608 MiB
0, 2023/12/31 00:35:01.808, 255.96 W, 89, 86 %, 36077 MiB
1, 2023/12/31 00:35:01.808, 196.41 W, 85, 14 %, 45608 MiB
0, 2023/12/31 00:36:01.809, 266.21 W, 88, 100 %, 36077 MiB
1, 2023/12/31 00:36:01.809, 266.60 W, 85, 49 %, 45608 MiB
0, 2023/12/31 00:37:01.810, 259.77 W, 88, 90 %, 36077 MiB
1, 2023/12/31 00:37:01.810, 194.32 W, 83, 86 %, 45608 MiB
0, 2023/12/31 00:38:01.811, 258.93 W, 88, 99 %, 36077 MiB
1, 2023/12/31 00:38:01.811, 247.21 W, 85, 74 %, 45608 MiB
0, 2023/12/31 00:39:01.812, 266.80 W, 88, 86 %, 36077 MiB
1, 2023/12/31 00:39:01.812, 213.30 W, 82, 95 %, 45608 MiB
0, 2023/12/31 00:40:01.813, 263.50 W, 87, 90 %, 36077 MiB
1, 2023/12/31 00:40:01.813, 237.75 W, 83, 91 %, 45608 MiB
0, 2023/12/31 00:41:01.814, 244.79 W, 86, 89 %, 36077 MiB
1, 2023/12/31 00:41:01.814, 238.37 W, 83, 96 %, 45608 MiB
0, 2023/12/31 00:42:01.815, 266.72 W, 88, 100 %, 36077 MiB
1, 2023/12/31 00:42:01.815, 265.18 W, 84, 100 %, 45608 MiB
0, 2023/12/31 00:43:01.816, 271.97 W, 88, 100 %, 36077 MiB
1, 2023/12/31 00:43:01.816, 223.12 W, 83, 100 %, 45608 MiB
0, 2023/12/31 00:44:01.818, 261.35 W, 88, 90 %, 36077 MiB
1, 2023/12/31 00:44:01.818, 232.15 W, 86, 100 %, 45608 MiB
0, 2023/12/31 00:45:01.819, 271.02 W, 88, 98 %, 36077 MiB
1, 2023/12/31 00:45:01.819, 261.29 W, 85, 100 %, 45608 MiB
0, 2023/12/31 00:46:01.820, 260.17 W, 88, 100 %, 36077 MiB
1, 2023/12/31 00:46:01.820, 172.90 W, 84, 14 %, 45608 MiB
0, 2023/12/31 00:47:01.821, 273.17 W, 88, 100 %, 36077 MiB
1, 2023/12/31 00:47:01.821, 267.12 W, 83, 82 %, 45608 MiB
0, 2023/12/31 00:48:01.822, 140.66 W, 88, 26 %, 36077 MiB
1, 2023/12/31 00:48:01.822, 198.57 W, 85, 72 %, 45608 MiB
0, 2023/12/31 00:49:01.823, 258.53 W, 88, 100 %, 36077 MiB
1, 2023/12/31 00:49:01.824, 226.57 W, 83, 29 %, 45608 MiB
0, 2023/12/31 00:50:01.825, 262.64 W, 88, 100 %, 36077 MiB
1, 2023/12/31 00:50:01.825, 183.53 W, 83, 28 %, 45608 MiB
0, 2023/12/31 00:51:01.826, 257.69 W, 88, 100 %, 36077 MiB
1, 2023/12/31 00:51:01.826, 247.66 W, 84, 100 %, 45608 MiB
0, 2023/12/31 00:52:01.826, 259.76 W, 88, 100 %, 36077 MiB
1, 2023/12/31 00:52:01.826, 189.52 W, 85, 21 %, 45608 MiB
0, 2023/12/31 00:53:01.827, 262.70 W, 88, 99 %, 36077 MiB
1, 2023/12/31 00:53:01.828, 248.57 W, 83, 100 %, 45608 MiB
0, 2023/12/31 00:54:01.829, 257.18 W, 88, 100 %, 36077 MiB
1, 2023/12/31 00:54:01.829, 209.64 W, 83, 95 %, 45608 MiB
0, 2023/12/31 00:55:01.829, 208.03 W, 87, 100 %, 36077 MiB
1, 2023/12/31 00:55:01.829, 225.29 W, 83, 85 %, 45608 MiB
0, 2023/12/31 00:56:01.830, 254.05 W, 88, 100 %, 36077 MiB
1, 2023/12/31 00:56:01.831, 236.34 W, 85, 76 %, 45608 MiB
0, 2023/12/31 00:57:01.831, 260.45 W, 88, 100 %, 36077 MiB
1, 2023/12/31 00:57:01.831, 189.31 W, 85, 51 %, 45608 MiB
0, 2023/12/31 00:58:01.833, 274.43 W, 88, 100 %, 36077 MiB
1, 2023/12/31 00:58:01.833, 220.41 W, 84, 100 %, 45608 MiB
0, 2023/12/31 00:59:01.834, 261.46 W, 88, 100 %, 36077 MiB
1, 2023/12/31 00:59:01.835, 191.14 W, 84, 100 %, 45608 MiB
